"Time (s) Run #1","Magnetic Field Strength (Axial) (G) Run #1","Magnetic Field Strength (Perpendicular) (T) Run #1","Angle (rad) Run #1","Angular Velocity (rad/s) Run #1","Angular Acceleration (rad/s²) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
5.600,1.53355E+1,1.27648E-4,-1.095,0.000,-0.065,-1.37483E-2,0.000,-8.219E-4
5.700,1.53539E+1,1.26820E-4,-1.095,0.000,0.445,-1.37483E-2,0.000,0.006
5.800,1.53481E+1,1.24059E-4,-1.095,0.039,1.265,-1.37483E-2,4.931E-4,0.016
5.900,1.53615E+1,1.25255E-4,-1.095,0.228,2.269,-1.37483E-2,0.003,0.028
6.000,1.53196E+1,1.26452E-4,-1.071,0.531,2.810,-1.34525E-2,0.007,0.035
6.100,1.50928E+1,1.30040E-4,-0.982,0.869,2.522,-1.23281E-2,0.011,0.032
6.200,1.49296E+1,1.28476E-4,-0.889,1.084,1.710,-1.11644E-2,0.014,0.021
6.300,1.47614E+1,1.27004E-4,-0.756,1.189,0.851,-9.48773E-3,0.015,0.011
6.400,1.46450E+1,1.28936E-4,-0.647,1.238,0.153,-8.12670E-3,0.016,0.002
6.500,1.43462E+1,1.16606E-4,-0.511,1.225,-0.397,-6.41063E-3,0.015,-0.005
6.600,1.42140E+1,1.15962E-4,-0.391,1.139,-0.750,-4.91152E-3,0.014,-0.009
6.700,1.40223E+1,1.05564E-4,-0.276,1.050,-0.855,-3.47160E-3,0.013,-0.011
6.800,1.37888E+1,1.15410E-4,-0.198,0.963,-0.663,-2.48535E-3,0.012,-0.008
6.900,1.35887E+1,1.12741E-4,-0.074,0.888,-0.515,-9.27075E-4,0.011,-0.006
7.000,1.34691E+1,1.04368E-4,-0.016,0.903,-0.829,-1.97250E-4,0.011,-0.010
7.100,1.32473E+1,9.89393E-5,0.074,0.801,-1.728,9.27075E-4,0.010,-0.022
7.200,1.30497E+1,1.04460E-4,0.196,0.552,-2.505,2.46562E-3,0.007,-0.031
7.300,1.30372E+1,1.06484E-4,0.195,0.202,-2.256,2.44590E-3,0.003,-0.028
7.400,1.29233E+1,1.01516E-4,0.195,0.000,-1.257,2.44590E-3,0.000,-0.016
7.500,1.29987E+1,9.89393E-5,0.196,0.000,-0.332,2.46562E-3,0.000,-0.004
7.600,1.29702E+1,1.04368E-4,0.195,0.000,0.013,2.44590E-3,0.000,1.644E-4
7.700,1.30221E+1,1.12741E-4,0.195,0.003,0.183,2.44590E-3,3.287E-5,0.002
7.800,1.29836E+1,1.07405E-4,0.196,0.005,0.702,2.46562E-3,6.575E-5,0.009
7.900,1.29434E+1,1.04092E-4,0.196,0.105,1.601,2.46562E-3,0.001,0.020
8.000,1.30171E+1,9.86632E-5,0.196,0.319,2.592,2.46562E-3,0.004,0.033
8.100,1.29962E+1,1.03908E-4,0.258,0.649,3.220,3.23490E-3,0.008,0.040
8.200,1.27509E+1,9.88472E-5,0.327,1.016,3.246,4.10280E-3,0.013,0.041
8.300,1.26120E+1,1.01148E-4,0.456,1.340,2.718,5.72025E-3,0.017,0.034
8.400,1.23249E+1,8.64252E-5,0.608,1.576,2.077,7.63357E-3,0.020,0.026
8.500,1.19349E+1,8.94617E-5,0.781,1.720,1.296,9.80332E-3,0.022,0.016
8.600,1.18018E+1,9.10260E-5,0.947,1.882,-0.271,1.18942E-2,0.024,-0.003
8.700,1.12904E+1,9.32343E-5,1.148,1.812,-2.775,1.44190E-2,0.023,-0.035
8.800,1.09188E+1,8.24686E-5,1.370,1.322,-4.931,1.72002E-2,0.017,-0.062
8.900,1.07572E+1,8.20085E-5,1.445,0.615,-5.027,1.81470E-2,0.008,-0.063
9.000,1.08585E+1,7.92481E-5,1.444,0.120,-3.233,1.81273E-2,0.002,-0.041
9.100,1.07396E+1,8.25606E-5,1.444,-0.003,-1.226,1.81273E-2,-3.287E-5,-0.015
9.200,1.07338E+1,7.72238E-5,1.444,0.000,-0.192,1.81273E-2,0.000,-0.002
9.300,1.07112E+1,7.87880E-5,1.444,0.000,0.026,1.81273E-2,0.000,3.288E-4
9.400,1.08418E+1,7.63956E-5,1.444,0.003,0.314,1.81273E-2,3.287E-5,0.004
9.500,1.08526E+1,7.59356E-5,1.444,0.010,1.226,1.81273E-2,1.315E-4,0.015
9.600,1.07606E+1,6.79303E-5,1.445,0.178,2.627,1.81470E-2,0.002,0.033
9.700,1.08468E+1,7.92481E-5,1.448,0.560,3.643,1.81864E-2,0.007,0.046
9.800,1.06735E+1,8.51370E-5,1.546,1.029,3.517,1.94094E-2,0.013,0.044
9.900,1.03823E+1,7.73158E-5,1.679,1.346,2.491,2.10860E-2,0.017,0.031
10.000,1.01119E+1,7.57515E-5,1.832,1.503,1.287,2.29993E-2,0.019,0.016
10.100,9.90852E0,6.79303E-5,1.970,1.581,0.096,2.47351E-2,0.020,0.001
10.200,9.55030E0,7.05987E-5,2.157,1.566,-1.056,2.70824E-2,0.020,-0.013
10.300,9.26154E0,6.43417E-5,2.303,1.340,-1.357,2.89168E-2,0.017,-0.017
10.400,8.99789E0,6.00170E-5,2.438,1.110,-0.358,3.06132E-2,0.014,-0.004
10.500,8.94516E0,7.87880E-5,2.493,1.223,0.781,3.13036E-2,0.015,0.010
10.600,8.76269E0,6.36976E-5,2.633,1.469,0.127,3.30591E-2,0.018,0.002
10.700,8.32495E0,5.56923E-5,2.842,1.450,-2.234,3.56825E-2,0.018,-0.028
10.800,8.21782E0,5.72566E-5,2.970,0.958,-4.067,3.73000E-2,0.012,-0.051
10.900,8.15421E0,5.00794E-5,3.025,0.393,-3.875,3.79903E-2,0.005,-0.049
11.000,8.08474E0,5.14596E-5,3.024,0.086,-2.256,3.79706E-2,0.001,-0.028
11.100,8.14249E0,5.67045E-5,3.024,-0.003,-0.798,3.79706E-2,-3.287E-5,-0.010
11.200,8.07804E0,6.36056E-5,3.024,0.000,-0.135,3.79706E-2,0.000,-0.002
11.300,8.08139E0,7.03227E-5,3.024,0.000,0.214,3.79706E-2,0.000,0.003
11.400,8.05042E0,6.01090E-5,3.024,0.003,0.855,3.79706E-2,3.287E-5,0.011
11.500,8.09227E0,6.87584E-5,3.024,0.123,1.802,3.79706E-2,0.002,0.023
11.600,8.04540E0,6.18573E-5,3.025,0.390,2.483,3.79903E-2,0.005,0.031
11.700,7.93157E0,5.70725E-5,3.096,0.694,2.160,3.88780E-2,0.009,0.027
11.800,7.91650E0,5.46801E-5,3.186,0.922,0.934,4.00023E-2,0.012,0.012
11.900,7.79765E0,5.46801E-5,3.280,0.888,-0.288,4.11858E-2,0.011,-0.004
12.000,7.54070E0,5.64284E-5,3.394,0.757,-0.672,4.26257E-2,0.010,-0.008
12.100,7.54823E0,5.39440E-5,3.420,0.686,-0.349,4.29413E-2,0.009,-0.004
12.200,7.35405E0,6.06611E-5,3.500,0.720,-0.301,4.39473E-2,0.009,-0.004
12.300,7.36995E0,5.59684E-5,3.586,0.715,-0.768,4.50322E-2,0.009,-0.010
12.400,7.19586E0,4.58467E-5,3.660,0.547,-1.213,4.59593E-2,0.007,-0.015
12.500,7.17745E0,5.02634E-5,3.688,0.398,-1.213,4.63143E-2,0.005,-0.015
12.600,7.12304E0,5.75326E-5,3.726,0.309,-1.021,4.67877E-2,0.004,-0.013
12.700,7.07450E0,5.67965E-5,3.759,0.225,-0.956,4.72019E-2,0.003,-0.012
12.800,7.01926E0,5.90048E-5,3.775,0.107,-0.846,4.73992E-2,0.001,-0.011
12.900,6.92970E0,4.79631E-5,3.775,0.026,-0.554,4.73992E-2,3.287E-4,-0.007
13.000,7.03851E0,5.63364E-5,3.775,0.000,-0.223,4.73992E-2,0.000,-0.003
13.100,6.98662E0,5.57843E-5,3.775,0.000,-0.048,4.73992E-2,0.000,-6.027E-4
13.200,7.02930E0,4.22581E-5,3.775,0.000,-0.013,4.73992E-2,0.000,-1.644E-4
13.300,7.03181E0,5.28398E-5,3.775,-0.003,-0.013,4.73992E-2,-3.287E-5,-1.644E-4
13.400,7.04353E0,5.21957E-5,3.775,-0.005,1.952E-17,4.73992E-2,-6.575E-5,-1.732E-16
13.500,6.99917E0,5.33919E-5,3.773,-0.003,0.009,4.73794E-2,-3.288E-5,1.096E-4
13.600,7.08622E0,4.63988E-5,3.773,0.000,-0.004,4.73794E-2,0.000,-5.479E-5
13.700,7.06697E0,4.87912E-5,3.775,-0.003,-0.022,4.73992E-2,-3.287E-5,-2.740E-4
13.800,7.02512E0,4.67669E-5,3.773,-0.008,-0.013,4.73794E-2,-9.862E-5,-1.644E-4
13.900,6.98829E0,4.60308E-5,3.771,-0.008,0.013,4.73597E-2,-9.863E-5,1.644E-4
14.000,7.08873E0,4.91593E-5,3.771,-0.003,0.022,4.73597E-2,-3.288E-5,2.740E-4
14.100,6.98243E0,5.05395E-5,3.771,0.000,0.004,4.73597E-2,0.000,5.479E-5
14.200,7.10463E0,5.32999E-5,3.771,-0.003,-0.013,4.73597E-2,-3.287E-5,-1.644E-4
14.300,7.05943E0,5.00794E-5,3.771,-0.005,-0.009,4.73597E-2,-6.575E-5,-1.096E-4
14.400,7.11467E0,5.29319E-5,3.770,-0.005,-0.323,4.73400E-2,-6.575E-5,-0.004
14.500,7.08957E0,4.82391E-5,3.770,-0.003,-1.056,4.73400E-2,-3.287E-5,-0.013
14.600,7.16238E0,4.78710E-5,3.770,-0.199,-1.549,4.73400E-2,-0.002,-0.019
14.700,7.16489E0,4.75950E-5,3.770,-0.445,-1.156,4.73400E-2,-0.006,-0.015
14.800,7.15150E0,5.28398E-5,3.651,-0.492,-0.209,4.58409E-2,-0.006,-0.003
14.900,7.29212E0,5.03554E-5,3.622,-0.403,-0.013,4.54858E-2,-0.005,-1.644E-4
15.000,7.32392E0,5.31159E-5,3.622,-0.367,-0.681,4.54858E-2,-0.005,-0.009
15.100,7.35824E0,5.27478E-5,3.556,-0.579,-0.947,4.46574E-2,-0.007,-0.012
15.200,7.34903E0,5.03554E-5,3.497,-0.725,-0.035,4.39078E-2,-0.009,-4.383E-4
15.300,7.55744E0,4.95273E-5,3.401,-0.613,1.331,4.27046E-2,-0.008,0.017
15.400,7.70810E0,6.07531E-5,3.343,-0.353,1.728,4.19748E-2,-0.004,0.022
15.500,7.67545E0,4.52946E-5,3.343,-0.152,0.921,4.19748E-2,-0.002,0.012
15.600,7.65034E0,4.79631E-5,3.343,-0.149,-0.297,4.19748E-2,-0.002,-0.004
15.700,7.72986E0,5.83607E-5,3.310,-0.264,-1.165,4.15606E-2,-0.003,-0.015
15.800,7.73069E0,5.97410E-5,3.286,-0.419,-1.366,4.12647E-2,-0.005,-0.017
15.900,7.80770E0,4.98034E-5,3.241,-0.581,-0.912,4.06927E-2,-0.007,-0.011
16.000,7.95752E0,5.54163E-5,3.160,-0.652,-0.476,3.96867E-2,-0.008,-0.006
16.100,7.95082E0,5.33919E-5,3.087,-0.579,-0.615,3.87596E-2,-0.007,-0.008
16.200,7.99853E0,5.59684E-5,3.049,-0.707,-0.851,3.82862E-2,-0.009,-0.011
16.300,8.06047E0,5.81767E-5,3.005,-0.895,-0.301,3.77339E-2,-0.011,-0.004
16.400,8.30486E0,6.48018E-5,2.818,-0.846,0.711,3.53866E-2,-0.011,0.009
16.500,8.34755E0,7.11508E-5,2.780,-0.620,0.685,3.49133E-2,-0.008,0.009
16.600,8.47979E0,6.45257E-5,2.766,-0.555,-0.244,3.47357E-2,-0.007,-0.003
16.700,8.44297E0,6.62740E-5,2.684,-0.775,-0.716,3.37100E-2,-0.010,-0.009
16.800,8.69574E0,6.70101E-5,2.581,-0.838,-0.257,3.24082E-2,-0.011,-0.003
16.900,8.82631E0,6.51698E-5,2.501,-0.767,0.371,3.14022E-2,-0.010,0.005
17.000,8.91084E0,6.05691E-5,2.447,-0.717,0.489,3.07316E-2,-0.009,0.006
17.100,9.02551E0,6.56299E-5,2.358,-0.673,0.319,2.96072E-2,-0.008,0.004
17.200,9.02467E0,6.53539E-5,2.293,-0.639,0.113,2.87985E-2,-0.008,0.001
17.300,9.22052E0,7.21630E-5,2.251,-0.654,0.092,2.82659E-2,-0.008,0.001
17.400,9.38708E0,7.95241E-5,2.171,-0.668,0.423,2.72600E-2,-0.008,0.005
17.500,9.55699E0,8.63332E-5,2.088,-0.589,0.798,2.62145E-2,-0.007,0.010
17.600,9.45069E0,7.72238E-5,2.056,-0.450,0.694,2.58200E-2,-0.006,0.009
17.700,9.61056E0,8.16405E-5,2.012,-0.393,0.017,2.52677E-2,-0.005,2.192E-4
17.800,9.65576E0,7.05987E-5,1.976,-0.448,-0.637,2.48141E-2,-0.006,-0.008
17.900,9.87588E0,8.11804E-5,1.932,-0.581,-0.502,2.42618E-2,-0.007,-0.006
18.000,9.91187E0,8.10884E-5,1.868,-0.644,0.506,2.34530E-2,-0.008,0.006
18.100,1.00893E+1,7.83279E-5,1.772,-0.497,1.614,2.22498E-2,-0.006,0.020
18.200,1.01738E+1,8.34808E-5,1.750,-0.228,1.863,2.19737E-2,-0.003,0.023
18.300,1.01998E+1,8.16405E-5,1.751,-0.029,1.230,2.19934E-2,-3.616E-4,0.015
18.400,1.01454E+1,7.74078E-5,1.751,0.005,0.445,2.19934E-2,6.575E-5,0.006
18.500,1.01730E+1,9.16701E-5,1.753,0.008,0.031,2.20131E-2,9.862E-5,3.835E-4
18.600,1.01605E+1,8.30207E-5,1.751,0.003,-0.057,2.19934E-2,3.287E-5,-7.123E-4
18.700,1.02023E+1,7.17949E-5,1.756,-0.008,-0.144,2.20526E-2,-9.862E-5,-0.002
18.800,1.02048E+1,7.70397E-5,1.750,-0.013,-0.528,2.19737E-2,-1.644E-4,-0.007
18.900,1.00835E+1,8.44929E-5,1.750,-0.063,-1.348,2.19737E-2,-7.890E-4,-0.017
19.000,1.01278E+1,8.06283E-5,1.750,-0.259,-2.121,2.19737E-2,-0.003,-0.027
19.100,1.01387E+1,8.75294E-5,1.718,-0.571,-2.025,2.15792E-2,-0.007,-0.025
19.200,1.03086E+1,8.33888E-5,1.626,-0.778,-1.148,2.04154E-2,-0.010,-0.014
19.300,1.05045E+1,8.18245E-5,1.532,-0.759,-0.559,1.92319E-2,-0.010,-0.007
19.400,1.05078E+1,8.88176E-5,1.470,-0.759,-0.855,1.84626E-2,-0.010,-0.011
19.500,1.07104E+1,7.94321E-5,1.418,-0.924,-1.143,1.78117E-2,-0.012,-0.014
19.600,1.09447E+1,9.86632E-5,1.283,-1.126,-0.297,1.61153E-2,-0.014,-0.004
19.700,1.11238E+1,8.89096E-5,1.164,-1.079,1.331,1.46162E-2,-0.014,0.017
19.800,1.13155E+1,8.54131E-5,1.049,-0.783,2.518,1.31763E-2,-0.010,0.032
19.900,1.14402E+1,9.41545E-5,1.005,-0.469,2.566,1.26240E-2,-0.006,0.032
20.000,1.15214E+1,8.65173E-5,0.972,-0.225,1.889,1.22098E-2,-0.003,0.024
20.100,1.15683E+1,8.57811E-5,0.960,-0.097,1.126,1.20520E-2,-0.001,0.014
20.200,1.15658E+1,8.78055E-5,0.960,-0.021,0.554,1.20520E-2,-2.630E-4,0.007
20.300,1.15674E+1,8.40329E-5,0.960,0.003,0.227,1.20520E-2,3.288E-5,0.003
20.400,1.15591E+1,8.69773E-5,0.960,0.008,0.061,1.20520E-2,9.863E-5,7.671E-4
20.500,1.16771E+1,8.73454E-5,0.961,0.010,1.813E-15,1.20717E-2,1.315E-4,2.832E-17
20.600,1.15507E+1,8.32967E-5,0.963,0.008,-0.026,1.20914E-2,9.863E-5,-3.287E-4
20.700,1.15775E+1,8.89096E-5,0.963,0.003,-0.039,1.20914E-2,3.288E-5,-4.931E-4
20.800,1.15281E+1,9.12100E-5,0.963,0.000,-0.044,1.20914E-2,0.000,-5.479E-4
20.900,1.15440E+1,9.01058E-5,0.963,-0.005,-0.039,1.20914E-2,-6.575E-5,-4.931E-4
21.000,1.14728E+1,8.29287E-5,0.963,-0.010,-0.017,1.20914E-2,-1.315E-4,-2.192E-4
21.100,1.15231E+1,8.75294E-5,0.960,-0.010,0.017,1.20520E-2,-1.315E-4,2.192E-4
21.200,1.16469E+1,9.60868E-5,0.960,-0.005,-0.105,1.20520E-2,-6.575E-5,-0.001
21.300,1.16017E+1,9.48906E-5,0.960,0.000,-0.589,1.20520E-2,0.000,-0.007
21.400,1.16059E+1,9.78351E-5,0.960,-0.084,-1.270,1.20520E-2,-0.001,-0.016
21.500,1.15917E+1,9.13940E-5,0.960,-0.285,-1.549,1.20520E-2,-0.004,-0.019
21.600,1.16863E+1,9.27743E-5,0.909,-0.482,-1.078,1.14208E-2,-0.006,-0.014
21.700,1.17901E+1,8.69773E-5,0.839,-0.531,-0.297,1.05332E-2,-0.007,-0.004
21.800,1.18344E+1,8.91857E-5,0.792,-0.484,0.044,9.94140E-3,-0.006,5.479E-4
21.900,1.18922E+1,9.84792E-5,0.759,-0.461,-0.266,9.52718E-3,-0.006,-0.003
22.000,1.20244E+1,9.58108E-5,0.699,-0.526,-0.742,8.77763E-3,-0.007,-0.009
22.100,1.21533E+1,9.93993E-5,0.655,-0.649,-0.825,8.22533E-3,-0.008,-0.010
22.200,1.22906E+1,9.87552E-5,0.580,-0.741,-0.292,7.27853E-3,-0.009,-0.004
22.300,1.23751E+1,9.95834E-5,0.489,-0.741,0.476,6.13448E-3,-0.009,0.006
22.400,1.25249E+1,1.07221E-4,0.421,-0.610,0.864,5.28630E-3,-0.008,0.011
22.500,1.26496E+1,1.04092E-4,0.369,-0.495,0.742,4.63538E-3,-0.006,0.009
22.600,1.26429E+1,1.02528E-4,0.333,-0.469,0.393,4.18170E-3,-0.006,0.005
22.700,1.27727E+1,1.03816E-4,0.280,-0.437,0.009,3.51105E-3,-0.005,1.096E-4
22.800,1.28815E+1,9.98594E-5,0.229,-0.432,-0.598,2.87985E-3,-0.005,-0.008
22.900,1.29719E+1,1.03724E-4,0.210,-0.526,-1.230,2.64315E-3,-0.007,-0.015
23.000,1.30924E+1,1.00780E-4,0.143,-0.738,-1.108,1.79498E-3,-0.009,-0.014
23.100,1.32313E+1,9.85712E-5,0.050,-0.869,0.057,6.31200E-4,-0.011,7.123E-4
23.200,1.35025E+1,1.07589E-4,-0.053,-0.754,1.553,-6.70650E-4,-0.009,0.020
23.300,1.36138E+1,1.03356E-4,-0.115,-0.476,2.295,-1.43992E-3,-0.006,0.029
23.400,1.36590E+1,1.13662E-4,-0.145,-0.199,1.972,-1.81470E-3,-0.002,0.025
23.500,1.36716E+1,1.05104E-4,-0.145,-0.047,1.121,-1.81470E-3,-5.917E-4,0.014
23.600,1.37227E+1,1.14674E-4,-0.143,0.000,0.401,-1.79497E-3,0.000,0.005
23.700,1.36775E+1,1.09061E-4,-0.145,-0.003,0.039,-1.81470E-3,-3.287E-5,4.931E-4
23.800,1.36942E+1,1.15502E-4,-0.145,-0.003,-0.668,-1.81470E-3,-3.288E-5,-0.008
23.900,1.36858E+1,1.13846E-4,-0.145,-0.021,-2.426,-1.81470E-3,-2.630E-4,-0.030
24.000,1.36222E+1,1.06484E-4,-0.145,-0.382,-4.250,-1.81470E-3,-0.005,-0.053
24.100,1.37218E+1,1.07313E-4,-0.157,-1.079,-3.914,-1.97250E-3,-0.014,-0.049
24.200,1.39604E+1,1.14582E-4,-0.361,-1.495,-0.807,-4.53675E-3,-0.019,-0.010
24.300,1.44575E+1,1.14214E-4,-0.575,-1.257,2.269,-7.21935E-3,-0.016,0.028
24.400,1.45847E+1,1.15962E-4,-0.624,-0.689,2.714,-7.83082E-3,-0.009,0.034
24.500,1.45814E+1,1.23507E-4,-0.649,-0.524,1.436,-8.14642E-3,-0.007,0.018
24.600,1.46166E+1,1.22771E-4,-0.701,-0.600,0.860,-8.79735E-3,-0.008,0.011
24.700,1.48467E+1,1.23323E-4,-0.812,-0.484,1.497,-1.01978E-2,-0.006,0.019
24.800,1.48559E+1,1.22219E-4,-0.820,-0.212,1.785,-1.02964E-2,-0.003,0.022
24.900,1.48501E+1,1.25071E-4,-0.820,-0.013,1.161,-1.02964E-2,-1.644E-4,0.015
25.000,1.49639E+1,1.24335E-4,-0.820,0.000,0.375,-1.02964E-2,0.000,0.005
25.100,1.48568E+1,1.19643E-4,-0.820,0.000,0.022,-1.02964E-2,0.000,2.740E-4
25.200,1.48685E+1,1.19090E-4,-0.820,0.000,0.000,-1.02964E-2,0.000,0.000
25.300,1.49103E+1,1.13754E-4,-0.820,0.000,0.000,-1.02964E-2,0.000,0.000
25.400,1.49162E+1,1.13294E-4,-0.820,0.000,0.000,-1.02964E-2,0.000,0.000
25.500,1.49062E+1,1.25992E-4,-0.820,0.000,0.000,-1.02964E-2,0.000,0.000
25.600,1.48400E+1,1.15042E-4,-0.820,0.000,0.000,-1.02964E-2,0.000,0.000
25.700,1.48141E+1,1.23047E-4,-0.820,0.000,-0.214,-1.02964E-2,0.000,-0.003
25.800,1.48183E+1,1.18354E-4,-0.820,0.000,-0.899,-1.02964E-2,0.000,-0.011
25.900,1.48769E+1,1.15134E-4,-0.820,-0.128,-1.981,-1.02964E-2,-0.002,-0.025
26.000,1.48384E+1,1.21299E-4,-0.820,-0.411,-2.718,-1.02964E-2,-0.005,-0.034
26.100,1.50058E+1,1.20931E-4,-0.897,-0.778,-2.522,-1.12630E-2,-0.010,-0.032
26.200,1.50610E+1,1.23507E-4,-0.990,-0.982,-1.785,-1.24267E-2,-0.012,-0.022
26.300,1.53824E+1,1.26728E-4,-1.117,-1.071,-1.396,-1.40245E-2,-0.013,-0.018
26.400,1.53765E+1,1.23231E-4,-1.189,-1.189,-1.645,-1.49318E-2,-0.015,-0.021
26.500,1.55791E+1,1.29488E-4,-1.340,-1.408,-1.671,-1.68254E-2,-0.018,-0.021
