"Time (s) Run #1","Magnetic Field Strength (Axial) (G) Run #1","Magnetic Field Strength (Perpendicular) (T) Run #1","Angle (rad) Run #1","Angular Velocity (rad/s) Run #1","Angular Acceleration (rad/s²) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
0.000,1.92886E+1,1.69883E-4,-7.901,,,-9.92167E-2,,
0.100,1.93330E+1,1.67582E-4,-7.901,0.000,,-9.92167E-2,0.000,
0.200,1.91764E+1,1.70895E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.300,1.93145E+1,1.73563E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.400,1.93263E+1,1.63994E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.500,1.93631E+1,1.74023E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.600,1.93815E+1,1.69331E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.700,1.92961E+1,1.59669E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.800,1.93882E+1,1.73379E-4,-7.901,0.000,0.000,-9.92167E-2,0.000,0.000
0.900,1.93020E+1,1.58933E-4,-7.901,0.000,0.004,-9.92167E-2,0.000,5.479E-5
1.000,1.92576E+1,1.75220E-4,-7.901,0.000,0.017,-9.92167E-2,0.000,2.192E-4
1.100,1.93045E+1,1.75404E-4,-7.901,0.003,0.039,-9.92167E-2,3.288E-5,4.931E-4
1.200,1.92945E+1,1.63810E-4,-7.901,0.008,0.345,-9.92167E-2,9.863E-5,0.004
1.300,1.93062E+1,1.64822E-4,-7.900,0.016,2.160,-9.91970E-2,1.972E-4,0.027
1.400,1.92928E+1,1.58565E-4,-7.898,0.194,4.931,-9.91773E-2,0.002,0.062
1.500,1.94008E+1,1.57369E-4,-7.895,1.113,5.685,-9.91378E-2,0.014,0.071
1.600,1.93798E+1,1.50007E-4,-7.790,1.869,2.278,-9.78163E-2,0.023,0.029
1.700,1.96619E+1,1.50652E-4,-7.340,1.751,-2.731,-9.21749E-2,0.022,-0.034
1.800,1.96736E+1,1.65282E-4,-7.331,0.922,-4.285,-9.20566E-2,0.012,-0.054
1.900,1.96025E+1,1.60589E-4,-7.303,0.421,-2.352,-9.17015E-2,0.005,-0.030
2.000,1.96711E+1,1.62429E-4,-7.274,0.628,-0.436,-9.13465E-2,0.008,-0.005
2.100,1.95916E+1,1.53596E-4,-7.144,0.634,-0.593,-8.97093E-2,0.008,-0.007
2.200,1.96677E+1,1.61233E-4,-7.113,0.448,-0.484,-8.93148E-2,0.006,-0.006
2.300,1.96284E+1,1.52584E-4,-7.084,0.246,1.523,-8.89597E-2,0.003,0.019
2.400,1.96937E+1,1.65098E-4,-7.065,0.725,3.473,-8.87230E-2,0.009,0.044
2.500,1.96912E+1,1.58197E-4,-7.043,1.270,3.364,-8.84469E-2,0.016,0.042
2.600,1.96778E+1,1.62613E-4,-6.718,1.508,1.658,-8.43638E-2,0.019,0.021
2.700,1.97548E+1,1.71815E-4,-6.670,1.482,0.807,-8.37523E-2,0.019,0.010
2.800,1.97699E+1,1.63902E-4,-6.535,1.508,0.559,-8.20560E-2,0.019,0.007
2.900,1.97422E+1,1.64822E-4,-6.338,1.754,-0.572,-7.95904E-2,0.022,-0.007
3.000,1.95782E+1,1.59025E-4,-6.145,1.571,-2.749,-7.71642E-2,0.020,-0.035
3.100,1.95598E+1,1.60037E-4,-6.007,1.076,-4.372,-7.54284E-2,0.014,-0.055
3.200,1.94752E+1,1.61049E-4,-5.923,0.537,-4.119,-7.43830E-2,0.007,-0.052
3.300,1.94928E+1,1.56817E-4,-5.914,0.165,-2.675,-7.42646E-2,0.002,-0.034
3.400,1.96025E+1,1.58657E-4,-5.916,0.010,-1.174,-7.42843E-2,1.315E-4,-0.015
3.500,1.95439E+1,1.51204E-4,-5.916,-0.003,-0.292,-7.42843E-2,-3.287E-5,-0.004
3.600,1.95029E+1,1.63902E-4,-5.916,0.000,-0.013,-7.42843E-2,0.000,-1.644E-4
3.700,1.94928E+1,1.62153E-4,-5.916,0.000,0.004,-7.42843E-2,0.000,5.479E-5
3.800,1.94995E+1,1.56725E-4,-5.916,0.000,0.000,-7.42843E-2,0.000,0.000
3.900,1.94501E+1,1.55896E-4,-5.916,0.000,0.004,-7.42843E-2,0.000,5.479E-5
4.000,1.95732E+1,1.64914E-4,-5.916,0.000,0.319,-7.42843E-2,0.000,0.004
4.100,1.95137E+1,1.58381E-4,-5.916,0.003,1.283,-7.42843E-2,3.287E-5,0.016
4.200,1.94476E+1,1.57369E-4,-5.916,0.188,2.649,-7.42843E-2,0.002,0.033
4.300,1.94326E+1,1.61601E-4,-5.914,0.581,3.761,-7.42646E-2,0.007,0.047
4.400,1.93882E+1,1.57921E-4,-5.804,1.011,4.459,-7.28839E-2,0.013,0.056
4.500,1.92836E+1,1.64638E-4,-5.678,1.437,4.917,-7.13059E-2,0.018,0.062
4.600,1.92652E+1,1.54792E-4,-5.545,2.008,4.202,-6.96292E-2,0.025,0.053
4.700,1.90015E+1,1.56909E-4,-5.311,2.534,1.344,-6.66902E-2,0.032,0.017
4.800,1.87571E+1,1.56817E-4,-4.967,2.435,-2.605,-6.23704E-2,0.031,-0.033
4.900,1.84868E+1,1.57185E-4,-4.736,1.817,-4.708,-5.94709E-2,0.023,-0.059
5.000,1.83872E+1,1.55988E-4,-4.659,1.162,-3.565,-5.85043E-2,0.015,-0.045
5.100,1.82064E+1,1.49547E-4,-4.529,0.982,-1.239,-5.68672E-2,0.012,-0.016
5.200,1.81177E+1,1.59945E-4,-4.477,1.131,-0.127,-5.62162E-2,0.014,-0.002
5.300,1.79896E+1,1.56725E-4,-4.329,1.105,-0.545,-5.43621E-2,0.014,-0.007
5.400,1.77770E+1,1.45039E-4,-4.180,0.963,-0.877,-5.24882E-2,0.012,-0.011
5.500,1.76950E+1,1.44855E-4,-4.163,0.822,-0.183,-5.22712E-2,0.010,-0.002
5.600,1.76439E+1,1.44947E-4,-4.065,0.888,0.864,-5.10483E-2,0.011,0.011
5.700,1.74656E+1,1.49731E-4,-3.951,1.071,1.292,-4.96084E-2,0.013,0.016
5.800,1.72664E+1,1.54516E-4,-3.859,1.233,0.393,-4.84643E-2,0.015,0.005
5.900,1.70974E+1,1.43658E-4,-3.726,1.251,-1.562,-4.67877E-2,0.016,-0.020
6.000,1.69325E+1,1.47155E-4,-3.550,0.942,-3.329,-4.45785E-2,0.012,-0.042
6.100,1.68036E+1,1.45867E-4,-3.509,0.424,-3.556,-4.40656E-2,0.005,-0.045
6.200,1.68287E+1,1.46603E-4,-3.511,0.063,-2.282,-4.40854E-2,7.890E-4,-0.029
6.300,1.68245E+1,1.52676E-4,-3.511,-0.003,-0.812,-4.40854E-2,-3.288E-5,-0.010
6.400,1.68103E+1,1.43382E-4,-3.511,0.000,-0.100,-4.40854E-2,0.000,-0.001
6.500,1.67601E+1,1.46235E-4,-3.511,0.000,0.004,-4.40854E-2,0.000,5.479E-5
6.600,1.69400E+1,1.48167E-4,-3.511,0.000,0.004,-4.40854E-2,0.000,5.479E-5
6.700,1.67835E+1,1.43842E-4,-3.511,0.000,0.201,-4.40854E-2,0.000,0.003
6.800,1.68279E+1,1.47155E-4,-3.511,0.003,1.165,-4.40854E-2,3.288E-5,0.015
6.900,1.67693E+1,1.56172E-4,-3.511,0.118,3.246,-4.40854E-2,0.001,0.041
7.000,1.68078E+1,1.47983E-4,-3.509,0.581,5.315,-4.40656E-2,0.007,0.067
7.100,1.67651E+1,1.55528E-4,-3.442,1.369,5.502,-4.32175E-2,0.017,0.069
7.200,1.64336E+1,1.40346E-4,-3.231,1.940,3.648,-4.05743E-2,0.024,0.046
7.300,1.60913E+1,1.51848E-4,-2.967,2.060,1.667,-3.72605E-2,0.026,0.021
7.400,1.59256E+1,1.33537E-4,-2.820,2.079,0.903,-3.54064E-2,0.026,0.011
7.500,1.56159E+1,1.34089E-4,-2.617,2.231,0.314,-3.28618E-2,0.028,0.004
7.600,1.53054E+1,1.38138E-4,-2.334,2.312,-1.004,-2.93113E-2,0.029,-0.013
7.700,1.50284E+1,1.29672E-4,-2.114,2.016,-2.064,-2.65498E-2,0.025,-0.026
7.800,1.48409E+1,1.26912E-4,-1.935,1.691,-1.806,-2.43012E-2,0.021,-0.023
7.900,1.47053E+1,1.25532E-4,-1.806,1.613,-1.161,-2.26837E-2,0.020,-0.015
8.000,1.45588E+1,1.18814E-4,-1.627,1.631,-1.846,-2.04351E-2,0.020,-0.023
8.100,1.44123E+1,1.27464E-4,-1.455,1.380,-3.460,-1.82653E-2,0.017,-0.043
8.200,1.41930E+1,1.22771E-4,-1.308,0.817,-4.189,-1.64309E-2,0.010,-0.053
8.300,1.42257E+1,1.31789E-4,-1.297,0.351,-3.216,-1.62928E-2,0.004,-0.040
8.400,1.42081E+1,1.25163E-4,-1.294,0.147,-1.654,-1.62534E-2,0.002,-0.021
8.500,1.42374E+1,1.22127E-4,-1.258,0.120,-0.742,-1.57997E-2,0.002,-0.009
8.600,1.41487E+1,1.34641E-4,-1.260,0.055,-0.445,-1.58194E-2,6.904E-4,-0.006
8.700,1.41361E+1,1.19551E-4,-1.260,-0.003,-0.279,-1.58194E-2,-3.288E-5,-0.004
8.800,1.41780E+1,1.20471E-4,-1.260,0.003,-0.070,-1.58194E-2,3.288E-5,-8.767E-4
8.900,1.41353E+1,1.26636E-4,-1.260,0.005,0.445,-1.58194E-2,6.575E-5,0.006
9.000,1.42190E+1,1.17986E-4,-1.258,0.005,1.745,-1.57997E-2,6.575E-5,0.022
9.100,1.42081E+1,1.21391E-4,-1.258,0.262,3.294,-1.57997E-2,0.003,0.041
9.200,1.41554E+1,1.16054E-4,-1.258,0.793,3.630,-1.57997E-2,0.010,0.046
9.300,1.41261E+1,1.21667E-4,-1.103,1.194,2.230,-1.38469E-2,0.015,0.028
9.400,1.39863E+1,1.23415E-4,-0.938,1.251,0.598,-1.17758E-2,0.016,0.008
9.500,1.38423E+1,1.13018E-4,-0.862,1.141,0.279,-1.08290E-2,0.014,0.004
9.600,1.38457E+1,1.14122E-4,-0.748,1.204,0.982,-9.38910E-3,0.015,0.012
9.700,1.37335E+1,1.20931E-4,-0.608,1.408,1.780,-7.63357E-3,0.018,0.022
9.800,1.37796E+1,1.13478E-4,-0.470,1.573,2.343,-5.89777E-3,0.020,0.029
9.900,1.37109E+1,1.11913E-4,-0.295,1.840,2.635,-3.70830E-3,0.023,0.033
10.000,1.35226E+1,1.03448E-4,-0.116,2.178,2.347,-1.45965E-3,0.027,0.029
10.100,1.34456E+1,1.08877E-4,0.143,2.385,0.916,1.79498E-3,0.030,0.012
10.200,1.33276E+1,1.05380E-4,0.399,2.437,-1.597,5.01015E-3,0.031,-0.020
10.300,1.33067E+1,1.04736E-4,0.620,2.131,-4.429,7.79138E-3,0.027,-0.056
10.400,1.33192E+1,1.08417E-4,0.869,1.474,-6.231,1.09079E-2,0.019,-0.078
10.500,1.33502E+1,9.59948E-5,0.952,0.691,-5.777,1.19534E-2,0.009,-0.073
10.600,1.33452E+1,9.68229E-5,0.952,0.139,-3.613,1.19534E-2,0.002,-0.045
10.700,1.33535E+1,1.04460E-4,0.952,0.000,-1.388,1.19534E-2,0.000,-0.017
10.800,1.33594E+1,9.92153E-5,0.952,-0.003,-0.218,1.19534E-2,-3.288E-5,-0.003
10.900,1.34406E+1,1.01976E-4,0.952,0.000,0.113,1.19534E-2,0.000,0.001
11.000,1.32565E+1,9.93073E-5,0.950,0.008,0.563,1.19336E-2,9.862E-5,0.007
11.100,1.33736E+1,1.09429E-4,0.953,0.058,1.793,1.19731E-2,7.232E-4,0.023
11.200,1.33025E+1,1.04276E-4,0.955,0.278,3.975,1.19928E-2,0.003,0.050
11.300,1.33435E+1,1.07129E-4,0.982,0.806,6.340,1.23281E-2,0.010,0.080
11.400,1.33820E+1,1.05288E-4,1.089,1.644,7.361,1.36694E-2,0.021,0.092
11.500,1.33368E+1,1.05472E-4,1.304,2.495,6.165,1.63718E-2,0.031,0.077
11.600,1.34716E+1,1.00780E-4,1.619,3.005,3.251,2.03365E-2,0.038,0.041
11.700,1.36691E+1,9.93073E-5,1.948,3.144,0.039,2.44590E-2,0.039,4.931E-4
11.800,1.37687E+1,9.79271E-5,2.248,2.945,-2.509,2.82265E-2,0.037,-0.032
11.900,1.40784E+1,9.84792E-5,2.562,2.579,-4.420,3.21715E-2,0.032,-0.056
12.000,1.43178E+1,1.06208E-4,2.772,2.066,-5.768,3.48146E-2,0.026,-0.072
12.100,1.44785E+1,1.00688E-4,2.970,1.372,-6.292,3.73000E-2,0.017,-0.079
12.200,1.45630E+1,1.01608E-4,3.079,0.691,-5.441,3.86610E-2,0.009,-0.068
12.300,1.46291E+1,9.90313E-5,3.079,0.178,-3.451,3.86610E-2,0.002,-0.043
12.400,1.46977E+1,9.92153E-5,3.079,-0.005,-1.449,3.86610E-2,-6.575E-5,-0.018
