"Time (s) Run #1","Magnetic Field Strength (Axial) (G) Run #1","Magnetic Field Strength (Perpendicular) (T) Run #1","Angle (rad) Run #1","Angular Velocity (rad/s) Run #1","Angular Acceleration (rad/s²) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
5.600,2.45850E+1,2.40090E-4,-0.990,-0.003,-0.074,-1.24268E-2,-3.287E-5,-9.315E-4
5.700,2.46060E+1,2.33649E-4,-0.990,-0.003,-0.013,-1.24268E-2,-3.287E-5,-1.644E-4
5.800,2.45842E+1,2.28220E-4,-0.990,0.000,0.009,-1.24268E-2,0.000,1.096E-4
5.900,2.45984E+1,2.32821E-4,-0.990,0.000,0.004,-1.24268E-2,0.000,5.479E-5
6.000,2.46118E+1,2.35121E-4,-0.990,0.000,0.000,-1.24268E-2,0.000,0.000
6.100,2.47089E+1,2.45611E-4,-0.990,0.000,0.000,-1.24268E-2,0.000,0.000
6.200,2.45658E+1,2.41930E-4,-0.990,0.000,0.000,-1.24268E-2,0.000,0.000
6.300,2.45700E+1,2.32545E-4,-0.990,0.000,0.476,-1.24268E-2,0.000,0.006
6.400,2.46311E+1,2.39722E-4,-0.990,0.000,1.676,-1.24268E-2,0.000,0.021
6.500,2.46311E+1,2.42298E-4,-0.990,0.285,2.971,-1.24268E-2,0.004,0.037
6.600,2.45658E+1,2.38066E-4,-0.990,0.720,3.272,-1.24268E-2,0.009,0.041
6.700,2.42050E+1,2.34845E-4,-0.818,1.063,2.238,-1.02767E-2,0.013,0.028
6.800,2.40452E+1,2.33373E-4,-0.729,1.186,1.204,-9.15240E-3,0.015,0.015
6.900,2.39581E+1,2.24355E-4,-0.613,1.162,1.213,-7.69275E-3,0.015,0.015
7.000,2.37313E+1,2.19019E-4,-0.484,1.343,1.885,-6.07530E-3,0.017,0.024
7.100,2.35806E+1,2.21043E-4,-0.366,1.634,2.064,-4.59593E-3,0.021,0.026
7.200,2.33279E+1,2.03744E-4,-0.170,1.846,1.361,-2.13030E-3,0.023,0.017
7.300,2.32392E+1,2.02916E-4,0.053,1.898,0.188,6.70650E-4,0.024,0.002
7.400,2.32400E+1,1.97855E-4,0.204,1.895,-1.457,2.56425E-3,0.024,-0.018
7.500,2.31529E+1,1.97671E-4,0.399,1.696,-3.574,5.01015E-3,0.021,-0.045
7.600,2.32718E+1,1.91322E-4,0.622,1.173,-5.109,7.81110E-3,0.015,-0.064
7.700,2.32768E+1,1.87826E-4,0.653,0.476,-4.708,8.20560E-3,0.006,-0.059
7.800,2.33212E+1,1.86813E-4,0.653,0.050,-2.762,8.20560E-3,6.246E-4,-0.035
7.900,2.32643E+1,1.89206E-4,0.653,-0.005,-0.873,8.20560E-3,-6.575E-5,-0.011
8.000,2.32048E+1,1.91690E-4,0.652,-0.003,0.288,8.18587E-3,-3.287E-5,0.004
8.100,2.32726E+1,1.86169E-4,0.652,0.005,1.396,8.18587E-3,6.575E-5,0.018
8.200,2.32492E+1,1.78440E-4,0.653,0.212,3.072,8.20560E-3,0.003,0.039
8.300,2.32952E+1,1.84237E-4,0.655,0.618,4.599,8.22532E-3,0.008,0.058
8.400,2.34208E+1,1.74759E-4,0.776,1.228,4.865,9.74415E-3,0.015,0.061
8.500,2.34484E+1,1.82765E-4,0.900,1.749,3.504,1.13024E-2,0.022,0.044
8.600,2.37966E+1,1.80096E-4,1.145,2.000,1.401,1.43795E-2,0.025,0.018
8.700,2.42209E+1,1.84145E-4,1.335,1.948,0.266,1.67663E-2,0.024,0.003
8.800,2.46185E+1,1.67398E-4,1.541,1.869,0.484,1.93502E-2,0.023,0.006
8.900,2.49725E+1,1.77060E-4,1.673,2.039,0.925,2.10071E-2,0.026,0.012
9.000,2.54387E+1,1.80556E-4,1.929,2.199,0.013,2.42223E-2,0.028,1.644E-4
9.100,2.61309E+1,1.82673E-4,2.171,2.173,-2.295,2.72599E-2,0.027,-0.029
9.200,2.67093E+1,1.79360E-4,2.362,1.744,-4.599,2.96664E-2,0.022,-0.058
9.300,2.74073E+1,1.95003E-4,2.543,1.118,-5.541,3.19348E-2,0.014,-0.070
9.400,2.75664E+1,1.94911E-4,2.603,0.495,-4.603,3.26843E-2,0.006,-0.058
9.500,2.76927E+1,1.87457E-4,2.601,0.097,-2.675,3.26646E-2,0.001,-0.034
9.600,2.76409E+1,1.83409E-4,2.601,0.003,-0.973,3.26646E-2,3.287E-5,-0.012
9.700,2.76375E+1,1.82213E-4,2.603,0.005,-0.161,3.26843E-2,6.575E-5,-0.002
9.800,2.76509E+1,1.83777E-4,2.603,0.003,-0.013,3.26843E-2,3.288E-5,-1.644E-4
9.900,2.76752E+1,1.88378E-4,2.603,0.000,-0.009,3.26843E-2,0.000,-1.096E-4
10.000,2.76342E+1,1.90310E-4,2.603,0.000,0.367,3.26843E-2,0.000,0.005
10.100,2.76542E+1,1.89574E-4,2.603,0.003,1.580,3.26843E-2,3.288E-5,0.020
10.200,2.75789E+1,1.84605E-4,2.603,0.220,3.251,3.26843E-2,0.003,0.041
10.300,2.76727E+1,1.97947E-4,2.604,0.728,4.259,3.27040E-2,0.009,0.053
10.400,2.81573E+1,1.94635E-4,2.733,1.225,3.617,3.43215E-2,0.015,0.045
10.500,2.87398E+1,2.00340E-4,2.909,1.552,1.806,3.65307E-2,0.019,0.023
10.600,2.90143E+1,1.97303E-4,3.033,1.566,0.157,3.80890E-2,0.020,0.002
10.700,2.97559E+1,2.04480E-4,3.236,1.471,-0.620,4.06335E-2,0.018,-0.008
10.800,3.00246E+1,2.12946E-4,3.346,1.401,-0.633,4.20142E-2,0.018,-0.008
10.900,3.05343E+1,2.23711E-4,3.479,1.346,-0.589,4.36909E-2,0.017,-0.007
11.000,3.08649E+1,2.37145E-4,3.630,1.312,-0.777,4.55845E-2,0.016,-0.010
11.100,3.10691E+1,2.43310E-4,3.759,1.207,-1.148,4.72019E-2,0.015,-0.014
11.200,3.12365E+1,2.45611E-4,3.853,1.073,-1.706,4.83854E-2,0.013,-0.021
11.300,3.13889E+1,2.52052E-4,3.980,0.895,-2.361,4.99831E-2,0.011,-0.030
11.400,3.14491E+1,2.74411E-4,4.053,0.600,-2.727,5.08905E-2,0.008,-0.034
11.500,3.15596E+1,2.65578E-4,4.097,0.264,-2.387,5.14428E-2,0.003,-0.030
11.600,3.14709E+1,2.67326E-4,4.097,0.068,-1.453,5.14428E-2,8.547E-4,-0.018
11.700,3.14826E+1,2.71927E-4,4.095,-0.005,-0.563,5.14231E-2,-6.575E-5,-0.007
11.800,3.15328E+1,2.67878E-4,4.095,-0.003,-0.118,5.14231E-2,-3.287E-5,-0.001
11.900,3.15429E+1,2.69259E-4,4.095,-0.003,-0.004,5.14231E-2,-3.288E-5,-5.479E-5
12.000,3.15311E+1,2.66774E-4,4.095,-0.005,-0.004,5.14231E-2,-6.575E-5,-5.479E-5
12.100,3.15278E+1,2.65854E-4,4.093,-0.005,0.004,5.14034E-2,-6.575E-5,5.479E-5
12.200,3.14834E+1,2.70363E-4,4.093,-0.003,0.004,5.14034E-2,-3.288E-5,5.479E-5
12.300,3.15353E+1,2.56285E-4,4.093,-0.003,-0.013,5.14034E-2,-3.287E-5,-1.644E-4
12.400,3.15596E+1,2.65210E-4,4.093,-0.005,-0.990,5.14034E-2,-6.575E-5,-0.012
12.500,3.15822E+1,2.67510E-4,4.092,-0.010,-3.792,5.13836E-2,-1.315E-4,-0.048
12.600,3.15194E+1,2.57941E-4,4.092,-0.589,-6.628,5.13836E-2,-0.007,-0.083
12.700,3.15454E+1,2.55180E-4,4.089,-1.694,-5.925,5.13442E-2,-0.021,-0.074
12.800,3.07528E+1,2.33925E-4,3.743,-2.299,-1.052,4.70047E-2,-0.029,-0.013
12.900,3.02380E+1,2.15338E-4,3.424,-1.856,3.469,4.30005E-2,-0.023,0.044
13.000,3.00564E+1,2.09817E-4,3.377,-1.058,3.722,4.24087E-2,-0.013,0.047
13.100,3.00045E+1,2.12854E-4,3.341,-0.853,1.139,4.19551E-2,-0.011,0.014
13.200,2.95517E+1,1.98223E-4,3.192,-1.068,-0.497,4.00812E-2,-0.013,-0.006
13.300,2.92763E+1,1.98315E-4,3.098,-1.162,0.161,3.88977E-2,-0.015,0.002
13.400,2.90009E+1,1.91966E-4,2.980,-1.047,1.798,3.74183E-2,-0.013,0.023
13.500,2.85448E+1,1.90310E-4,2.856,-0.778,2.919,3.58601E-2,-0.010,0.037
13.600,2.82862E+1,1.87826E-4,2.805,-0.374,2.902,3.52289E-2,-0.005,0.036
13.700,2.82778E+1,1.88194E-4,2.805,-0.084,1.920,3.52289E-2,-0.001,0.024
13.800,2.83071E+1,1.96659E-4,2.805,0.000,0.764,3.52289E-2,0.000,0.010
13.900,2.83079E+1,1.92426E-4,2.805,0.000,0.140,3.52289E-2,0.000,0.002
14.000,2.83021E+1,1.88102E-4,2.805,0.000,0.000,3.52289E-2,0.000,0.000
14.100,2.84033E+1,1.89758E-4,2.805,0.000,-0.467,3.52289E-2,0.000,-0.006
14.200,2.83263E+1,2.00432E-4,2.805,0.000,-2.007,3.52289E-2,0.000,-0.025
14.300,2.83548E+1,1.95647E-4,2.805,-0.280,-3.862,3.52289E-2,-0.004,-0.048
14.400,2.83339E+1,1.91966E-4,2.805,-0.924,-4.298,3.52289E-2,-0.012,-0.054
14.500,2.79053E+1,1.82121E-4,2.637,-1.393,-2.635,3.31183E-2,-0.017,-0.033
14.600,2.70843E+1,1.77152E-4,2.419,-1.466,-0.921,3.03765E-2,-0.018,-0.012
14.700,2.69579E+1,1.83961E-4,2.356,-1.319,-1.148,2.95875E-2,-0.017,-0.014
14.800,2.64540E+1,1.79544E-4,2.207,-1.550,-2.016,2.77136E-2,-0.019,-0.025
14.900,2.59200E+1,1.68963E-4,2.058,-1.998,-1.034,2.58397E-2,-0.025,-0.013
15.000,2.51893E+1,1.79912E-4,1.788,-1.998,1.998,2.24470E-2,-0.025,0.025
15.100,2.46051E+1,1.67398E-4,1.577,-1.492,4.171,1.98039E-2,-0.019,0.052
15.200,2.44344E+1,1.80556E-4,1.489,-0.856,3.687,1.86993E-2,-0.011,0.046
15.300,2.43657E+1,1.73839E-4,1.461,-0.636,1.977,1.83442E-2,-0.008,0.025
15.400,2.42293E+1,1.68963E-4,1.390,-0.641,1.187,1.74566E-2,-0.008,0.015
15.500,2.41012E+1,1.65006E-4,1.294,-0.521,1.518,1.62534E-2,-0.007,0.019
15.600,2.40954E+1,1.69239E-4,1.271,-0.259,1.545,1.59575E-2,-0.003,0.019
15.700,2.40443E+1,1.70987E-4,1.268,-0.107,0.759,1.59181E-2,-0.001,0.010
15.800,2.39807E+1,1.71079E-4,1.261,-0.128,-0.292,1.58392E-2,-0.002,-0.004
15.900,2.40016E+1,1.71355E-4,1.239,-0.196,-0.925,1.55630E-2,-0.002,-0.012
16.000,2.39724E+1,1.69331E-4,1.222,-0.346,-0.842,1.53460E-2,-0.004,-0.011
16.100,2.38962E+1,1.71447E-4,1.189,-0.445,-0.052,1.49318E-2,-0.006,-6.575E-4
16.200,2.37213E+1,1.72275E-4,1.104,-0.385,0.964,1.38667E-2,-0.005,0.012
16.300,2.36794E+1,1.73655E-4,1.090,-0.188,1.348,1.36891E-2,-0.002,0.017
16.400,2.37807E+1,1.72551E-4,1.090,-0.024,0.964,1.36891E-2,-2.959E-4,0.012
16.500,2.37254E+1,1.69055E-4,1.090,0.003,0.284,1.36891E-2,3.288E-5,0.004
16.600,2.37355E+1,1.79452E-4,1.090,0.003,-0.650,1.36891E-2,3.288E-5,-0.008
16.700,2.37313E+1,1.70527E-4,1.092,-0.045,-2.470,1.37089E-2,-5.589E-4,-0.031
16.800,2.38276E+1,1.81016E-4,1.090,-0.367,-4.743,1.36891E-2,-0.005,-0.060
16.900,2.37104E+1,1.76508E-4,1.063,-1.110,-5.568,1.33538E-2,-0.014,-0.070
17.000,2.34292E+1,1.75956E-4,0.898,-1.778,-3.539,1.12827E-2,-0.022,-0.044
17.100,2.32500E+1,1.82029E-4,0.617,-1.974,0.052,7.75192E-3,-0.025,6.575E-4
17.200,2.31446E+1,1.81937E-4,0.470,-1.626,2.339,5.89778E-3,-0.020,0.029
17.300,2.32299E+1,1.96659E-4,0.308,-1.230,2.452,3.86610E-3,-0.015,0.031
17.400,2.31789E+1,1.91138E-4,0.232,-1.118,1.470,2.91930E-3,-0.014,0.018
17.500,2.31672E+1,1.92242E-4,0.116,-1.011,0.637,1.45965E-3,-0.013,0.008
17.600,2.32166E+1,1.96383E-4,-0.009,-0.963,-0.192,-1.18350E-4,-0.012,-0.002
17.700,2.32492E+1,1.92334E-4,-0.057,-1.003,-0.929,-7.10100E-4,-0.013,-0.012
17.800,2.33329E+1,2.01628E-4,-0.173,-1.241,-0.362,-2.16975E-3,-0.016,-0.005
17.900,2.34584E+1,2.01996E-4,-0.322,-1.291,1.641,-4.04362E-3,-0.016,0.021
18.000,2.36752E+1,2.09081E-4,-0.489,-0.893,3.534,-6.13447E-3,-0.011,0.044
18.100,2.36995E+1,2.17638E-4,-0.515,-0.367,3.569,-6.46980E-3,-0.005,0.045
18.200,2.37397E+1,2.14326E-4,-0.515,-0.045,2.112,-6.46980E-3,-5.589E-4,0.027
18.300,2.36350E+1,2.14970E-4,-0.515,0.003,0.698,-6.46980E-3,3.288E-5,0.009
18.400,2.36970E+1,2.24723E-4,-0.515,0.005,-0.170,-6.46980E-3,6.575E-5,-0.002
18.500,2.37556E+1,2.15706E-4,-0.514,0.003,-1.977,-6.45007E-3,3.288E-5,-0.025
18.600,2.37187E+1,2.06781E-4,-0.514,-0.147,-5.048,-6.45007E-3,-0.002,-0.063
18.700,2.37740E+1,2.17546E-4,-0.515,-1.031,-6.890,-6.46980E-3,-0.013,-0.087
18.800,2.37832E+1,2.15154E-4,-0.602,-1.990,-5.101,-7.55467E-3,-0.025,-0.064
18.900,2.47482E+1,2.33925E-4,-1.045,-2.288,-0.646,-1.31171E-2,-0.029,-0.008
19.000,2.50579E+1,2.38710E-4,-1.178,-1.950,2.496,-1.47937E-2,-0.024,0.031
19.100,2.54237E+1,2.36685E-4,-1.312,-1.458,2.679,-1.64704E-2,-0.018,0.034
19.200,2.59100E+1,2.51132E-4,-1.505,-1.322,1.200,-1.88965E-2,-0.017,0.015
19.300,2.61368E+1,2.44507E-4,-1.593,-1.309,0.009,-2.00011E-2,-0.016,1.096E-4
19.400,2.64163E+1,2.56100E-4,-1.690,-1.380,0.118,-2.12241E-2,-0.017,0.001
19.500,2.70759E+1,2.59413E-4,-1.912,-1.395,0.925,-2.40053E-2,-0.018,0.012
19.600,2.74308E+1,2.62910E-4,-2.014,-1.165,1.252,-2.52874E-2,-0.015,0.016
19.700,2.77664E+1,2.51500E-4,-2.106,-0.969,0.532,-2.64512E-2,-0.012,0.007
19.800,2.79907E+1,2.51868E-4,-2.194,-1.055,-0.441,-2.75558E-2,-0.013,-0.006
19.900,2.82159E+1,2.45703E-4,-2.312,-1.186,-0.537,-2.90352E-2,-0.015,-0.007
20.000,2.87055E+1,2.67418E-4,-2.441,-1.212,0.100,-3.06526E-2,-0.015,0.001
20.100,2.90595E+1,2.54812E-4,-2.571,-1.134,0.711,-3.22898E-2,-0.014,0.009
20.200,2.92780E+1,2.53064E-4,-2.663,-1.047,1.095,-3.34339E-2,-0.013,0.014
20.300,2.94789E+1,2.47543E-4,-2.771,-0.924,1.479,-3.47949E-2,-0.012,0.019
20.400,2.96990E+1,2.50212E-4,-2.870,-0.764,1.902,-3.60376E-2,-0.010,0.024
20.500,2.97827E+1,2.42206E-4,-2.919,-0.529,2.099,-3.66490E-2,-0.007,0.026
20.600,2.99559E+1,2.42298E-4,-2.974,-0.301,1.916,-3.73394E-2,-0.004,0.024
20.700,2.99760E+1,2.54812E-4,-2.985,-0.128,1.366,-3.74775E-2,-0.002,0.017
20.800,3.00263E+1,2.49936E-4,-2.985,-0.016,0.733,-3.74775E-2,-1.972E-4,0.009
20.900,3.01309E+1,2.43034E-4,-2.985,0.005,0.253,-3.74775E-2,6.575E-5,0.003
21.000,3.00145E+1,2.50948E-4,-2.983,0.005,0.022,-3.74578E-2,6.575E-5,2.740E-4
21.100,3.00020E+1,2.41654E-4,-2.983,0.003,-0.022,-3.74578E-2,3.288E-5,-2.740E-4
21.200,2.98815E+1,2.49383E-4,-2.983,0.000,-0.026,-3.74578E-2,0.000,-3.287E-4
21.300,2.99978E+1,2.46439E-4,-2.983,-0.003,-0.532,-3.74578E-2,-3.288E-5,-0.007
21.400,2.99710E+1,2.43310E-4,-2.983,-0.005,-2.038,-3.74578E-2,-6.575E-5,-0.026
21.500,2.99551E+1,2.45979E-4,-2.985,-0.312,-3.879,-3.74775E-2,-0.004,-0.049
21.600,2.99702E+1,2.40182E-4,-2.985,-0.914,-4.438,-3.74775E-2,-0.011,-0.056
21.700,3.01962E+1,2.26840E-4,-3.168,-1.422,-2.919,-3.97853E-2,-0.018,-0.037
21.800,3.04933E+1,2.32269E-4,-3.347,-1.558,-0.851,-4.20340E-2,-0.020,-0.011
21.900,3.03862E+1,2.22883E-4,-3.475,-1.419,-0.004,-4.36317E-2,-0.018,-5.479E-5
22.000,3.02799E+1,2.13498E-4,-3.613,-1.427,0.044,-4.53675E-2,-0.018,5.479E-4
22.100,3.02079E+1,2.05860E-4,-3.754,-1.555,0.925,-4.71427E-2,-0.020,0.012
22.200,2.99241E+1,1.89022E-4,-3.924,-1.395,2.867,-4.92730E-2,-0.018,0.036
22.300,2.95810E+1,1.87089E-4,-4.097,-0.895,3.918,-5.14428E-2,-0.011,0.049
22.400,2.95182E+1,1.79452E-4,-4.108,-0.367,2.841,-5.15809E-2,-0.005,0.036
22.500,2.94086E+1,1.88746E-4,-4.108,-0.233,0.982,-5.15809E-2,-0.003,0.012
22.600,2.94395E+1,1.82581E-4,-4.133,-0.353,0.131,-5.18965E-2,-0.004,0.002
22.700,2.92253E+1,1.78624E-4,-4.211,-0.319,-0.157,-5.28827E-2,-0.004,-0.002
22.800,2.91675E+1,1.79268E-4,-4.216,-0.202,-1.204,-5.29419E-2,-0.003,-0.015
22.900,2.91926E+1,1.81477E-4,-4.216,-0.479,-2.234,-5.29419E-2,-0.006,-0.028
23.000,2.91273E+1,1.78072E-4,-4.249,-0.916,-1.322,-5.33561E-2,-0.012,-0.017
23.100,2.83732E+1,1.63534E-4,-4.466,-0.945,1.305,-5.60782E-2,-0.012,0.016
23.200,2.80928E+1,1.58105E-4,-4.516,-0.529,2.963,-5.67094E-2,-0.007,0.037
23.300,2.80761E+1,1.63626E-4,-4.516,-0.084,2.457,-5.67094E-2,-0.001,0.031
23.400,2.81188E+1,1.60957E-4,-4.516,0.000,1.025,-5.67094E-2,0.000,0.013
23.500,2.82067E+1,1.64914E-4,-4.516,0.000,0.153,-5.67094E-2,0.000,0.002
23.600,2.80845E+1,1.59577E-4,-4.516,0.003,0.275,-5.67094E-2,3.287E-5,0.003
23.700,2.80568E+1,1.60773E-4,-4.516,0.005,1.130,-5.67094E-2,6.575E-5,0.014
23.800,2.81179E+1,1.68318E-4,-4.514,0.160,2.531,-5.66896E-2,0.002,0.032
23.900,2.80769E+1,1.59761E-4,-4.514,0.521,3.508,-5.66896E-2,0.007,0.044
24.000,2.83715E+1,1.64638E-4,-4.422,1.005,2.884,-5.55259E-2,0.013,0.036
24.100,2.89357E+1,1.80556E-4,-4.296,1.264,0.877,-5.39479E-2,0.016,0.011
24.200,2.93826E+1,1.94083E-4,-4.130,1.147,-0.829,-5.18570E-2,0.014,-0.010
24.300,2.96521E+1,2.05584E-4,-4.048,0.906,-0.668,-5.08313E-2,0.011,-0.008
24.400,2.97961E+1,1.99419E-4,-3.982,0.867,0.960,-5.00029E-2,0.011,0.012
24.500,2.99593E+1,2.06321E-4,-3.900,1.144,2.356,-4.89772E-2,0.014,0.030
24.600,3.00966E+1,2.09541E-4,-3.757,1.484,1.933,-4.71822E-2,0.019,0.024
24.700,3.02464E+1,2.26656E-4,-3.586,1.702,-0.467,-4.50322E-2,0.021,-0.006
24.800,3.02698E+1,2.29784E-4,-3.405,1.469,-3.368,-4.27638E-2,0.018,-0.042
24.900,3.02916E+1,2.38434E-4,-3.231,0.880,-4.817,-4.05743E-2,0.011,-0.060
25.000,3.02983E+1,2.31625E-4,-3.231,0.285,-3.927,-4.05743E-2,0.004,-0.049
25.100,3.02539E+1,2.31533E-4,-3.233,-0.005,-1.942,-4.05940E-2,-6.575E-5,-0.024
25.200,3.02405E+1,2.33925E-4,-3.233,-0.003,0.022,-4.05940E-2,-3.288E-5,2.740E-4
25.300,3.01970E+1,2.39906E-4,-3.233,0.003,2.404,-4.05940E-2,3.288E-5,0.030
25.400,3.01618E+1,2.27760E-4,-3.233,0.291,5.729,-4.05940E-2,0.004,0.072
25.500,3.01803E+1,2.29324E-4,-3.231,1.144,8.417,-4.05743E-2,0.014,0.106
25.600,3.00271E+1,2.38158E-4,-3.060,2.293,7.946,-3.84243E-2,0.029,0.100
25.700,2.93550E+1,2.39998E-4,-2.719,3.050,4.625,-3.41440E-2,0.038,0.058
25.800,2.82811E+1,2.43586E-4,-2.369,3.152,1.078,-2.97453E-2,0.040,0.014
25.900,2.75572E+1,2.59321E-4,-2.092,3.060,-1.584,-2.62737E-2,0.038,-0.020
26.000,2.66750E+1,2.42482E-4,-1.795,2.930,-4.385,-2.25457E-2,0.037,-0.055
26.100,2.56413E+1,2.43494E-4,-1.456,2.322,-7.313,-1.82851E-2,0.029,-0.092
26.200,2.51433E+1,2.29968E-4,-1.247,1.259,-8.190,-1.56616E-2,0.016,-0.103
26.300,2.51316E+1,2.42850E-4,-1.247,0.343,-5.982,-1.56616E-2,0.004,-0.075
