rad,Iinv
2.2,0.366300366300366
2.85,0.452488687782805
2.95,0.389105058365759
3.1,0.50761421319797
3.2,0.523560209424084
3.65,0.558659217877095
4.05,0.636942675159236
4.55,0.714285714285714
4.85,0.75187969924812
7.45,1.06382978723404
