0.19531250,5.64453125
0.19531250,5.58593750
0.24414062,5.64453125
0.14648437,5.65429687
0.14648437,5.59570312
0.19531250,5.57617187
0.29296875,5.67382812
0.24414062,5.62500000
0.24414062,5.56640625
0.29296875,5.62500000
0.29296875,5.63476562
0.24414062,5.57617187
0.24414062,5.57617187
0.34179687,5.66406250
0.39062500,5.60546875
0.29296875,5.54687500
0.29296875,5.63476562
0.34179687,5.62500000
0.29296875,5.56640625
0.39062500,5.58593750
0.39062500,5.65429687
0.34179687,5.59570312
0.34179687,5.53710937
0.34179687,5.63476562
0.39062500,5.62500000
0.39062500,5.56640625
0.39062500,5.59570312
0.39062500,5.66406250
0.34179687,5.59570312
0.39062500,5.52734375
0.34179687,5.62500000
0.39062500,5.62500000
0.39062500,5.55664062
0.39062500,5.60546875
0.39062500,5.64453125
0.39062500,5.58593750
0.39062500,5.51757812
0.39062500,5.63476562
0.39062500,5.61523437
0.43945312,5.55664062
0.39062500,5.61523437
0.39062500,5.64453125
0.43945312,5.58593750
0.43945312,5.53710937
0.43945312,5.64453125
0.43945312,5.59570312
0.48828125,5.53710937
0.43945312,5.63476562
0.43945312,5.63476562
0.43945312,5.56640625
0.43945312,5.57617187
0.43945312,5.64453125
0.48828125,5.58593750
0.48828125,5.51757812
0.53710937,5.63476562
0.48828125,5.61523437
0.43945312,5.55664062
0.48828125,5.59570312
0.48828125,5.62500000
0.48828125,5.57617187
0.48828125,5.53710937
0.48828125,5.65429687
0.48828125,5.60546875
0.43945312,5.54687500
0.48828125,5.60546875
0.58593750,5.63476562
0.53710937,5.55664062
0.43945312,5.55664062
0.53710937,5.64453125
0.53710937,5.59570312
0.48828125,5.52734375
0.53710937,5.62500000
0.53710937,5.60546875
0.53710937,5.54687500
0.58593750,5.58593750
0.58593750,5.64453125
0.58593750,5.57617187
0.58593750,5.51757812
0.63476562,5.62500000
0.58593750,5.59570312
0.58593750,5.52734375
0.48828125,5.59570312
0.58593750,5.63476562
0.58593750,5.56640625
0.58593750,5.51757812
0.63476562,5.62500000
0.58593750,5.58593750
0.58593750,5.51757812
0.63476562,5.61523437
0.63476562,5.62500000
0.58593750,5.55664062
0.63476562,5.54687500
0.63476562,5.62500000
0.73242187,5.56640625
0.63476562,5.49804687
0.68359375,5.60546875
0.73242187,5.60546875
0.68359375,5.53710937
0.68359375,5.56640625
0.68359375,5.61523437
0.78125000,5.54687500
0.73242187,5.49804687
0.68359375,5.62500000
0.73242187,5.58593750
0.78125000,5.51757812
0.73242187,5.58593750
0.73242187,5.60546875
0.73242187,5.52734375
0.78125000,5.52734375
0.73242187,5.62500000
0.78125000,5.57617187
0.83007812,5.49804687
0.78125000,5.58593750
0.83007812,5.59570312
0.83007812,5.51757812
0.83007812,5.54687500
0.87890625,5.61523437
0.92773437,5.54687500
0.92773437,5.47851562
0.83007812,5.59570312
0.87890625,5.56640625
0.87890625,5.48828125
0.87890625,5.56640625
0.87890625,5.60546875
0.92773437,5.52734375
0.87890625,5.48828125
0.87890625,5.59570312
0.97656250,5.54687500
1.02539062,5.46875000
0.97656250,5.58593750
0.97656250,5.58593750
1.02539062,5.49804687
1.02539062,5.51757812
1.02539062,5.58593750
1.02539062,5.51757812
1.02539062,5.44921875
1.07421875,5.59570312
1.07421875,5.55664062
1.07421875,5.47851562
1.12304687,5.54687500
1.17187500,5.56640625
1.12304687,5.50781250
1.12304687,5.48828125
1.22070312,5.58593750
1.12304687,5.52734375
1.17187500,5.45898437
1.17187500,5.55664062
1.22070312,5.53710937
1.26953125,5.45898437
