588.0,218.828
588.02,218.828
588.04,218.828
588.06,218.828
588.08,222.391
588.1,225.104
588.12,227.951
588.14,231.232
588.16,234.295
588.18,238.205
588.2,242.424
588.22,247.953
588.24,252.503
588.26,259.993
588.28,266.941
588.3,275.724
588.32,285.865
588.34,301.424
588.36,313.403
588.38,331.578
588.4,343.557
588.42,367.192
588.44,381.107
588.46,410.105
588.48,428.245
588.5,460.557
588.52,482.691
588.54,519.003
588.56,539.674
588.58,578.23
588.6,595.698
588.62,631.383
588.64,644.791
588.66,679.645
588.68,688.431
588.7,713.442
588.72,715.299
588.74,735.079
588.76,731.769
588.78,746.375
588.8,742.886
588.82,756.616
588.84,751.343
588.86,762.913
588.88,757.738
588.9,763.761
588.92,771.396
588.94,770.979
588.96,779.956
588.98,782.082
589.0,792.129
589.02,792.996
589.04,804.657
589.06,806.301
589.08,820.268
589.1,822.325
589.12,836.019
589.14,837.418
589.16,852.015
589.18,850.303
589.2,863.663
589.22,861.322
589.24,873.916
589.26,869.364
589.28,880.569
589.3,874.613
589.32,883.252
589.34,875.657
589.36,883.565
589.38,873.816
589.4,882.233
589.42,872.349
589.44,880.473
589.46,870.974
589.48,873.391
589.5,871.757
589.52,870.871
589.54,868.969
589.56,867.769
589.58,866.218
589.6,862.776
589.62,860.375
589.64,857.531
589.66,856.905
589.68,853.872
589.7,853.912
589.72,851.122
589.74,841.901
589.76,843.992
589.78,828.847
589.8,830.925
589.82,815.862
589.84,815.06
589.86,798.097
589.88,795.532
589.9,775.857
589.92,770.721
589.94,748.926
589.96,736.82
589.98,710.138
590.0,690.17
590.02,663.881
590.04,637.53
590.06,621.208
590.08,590.125
590.1,578.385
590.12,549.923
590.14,542.656
590.16,521.549
590.18,518.632
590.2,500.902
590.22,502.247
590.24,486.101
590.26,488.059
590.28,474.007
590.3,477.185
590.32,462.657
590.34,465.54
590.36,449.778
590.38,449.787
590.4,433.626
590.42,432.463
590.44,412.32
590.46,406.739
590.48,386.859
590.5,376.272
