350.000000,0.571731
350.100000,0.571731
350.200000,0.571731
350.300000,0.571731
350.400000,0.572238
350.500000,0.570887
350.600000,0.572408
350.700000,0.571965
350.800000,0.572408
350.900000,0.572365
351.000000,0.571948
351.100000,0.571061
351.200000,0.571935
351.300000,0.572591
351.400000,0.571735
351.500000,0.571713
351.600000,0.571722
351.700000,0.571564
351.800000,0.571419
351.900000,0.572042
352.000000,0.572374
352.100000,0.572250
352.200000,0.571718
352.300000,0.572574
352.400000,0.571820
352.500000,0.571522
352.600000,0.571820
352.700000,0.572340
352.800000,0.572063
352.900000,0.572515
353.000000,0.571577
353.100000,0.572174
353.200000,0.571777
353.300000,0.571654
353.400000,0.572395
353.500000,0.571270
353.600000,0.570861
353.700000,0.571701
353.800000,0.572267
353.900000,0.572365
354.000000,0.571607
354.100000,0.571935
354.200000,0.572702
354.300000,0.570588
354.400000,0.570571
354.500000,0.572323
354.600000,0.572054
354.700000,0.571777
354.800000,0.571995
354.900000,0.571104
355.000000,0.572186
355.100000,0.571275
355.200000,0.570840
355.300000,0.571722
355.400000,0.571402
355.500000,0.571292
355.600000,0.572199
355.700000,0.572123
355.800000,0.570972
355.900000,0.571892
356.000000,0.571121
356.100000,0.572310
356.200000,0.572293
356.300000,0.571134
356.400000,0.570972
356.500000,0.571061
356.600000,0.571377
356.700000,0.572455
356.800000,0.571104
356.900000,0.572442
357.000000,0.571722
357.100000,0.571803
357.200000,0.571577
357.300000,0.572250
357.400000,0.572110
357.500000,0.571696
357.600000,0.571705
357.700000,0.571296
357.800000,0.572468
357.900000,0.571385
358.000000,0.571475
358.100000,0.572229
358.200000,0.572037
358.300000,0.570882
358.400000,0.572365
358.500000,0.571654
358.600000,0.571564
358.700000,0.571432
358.800000,0.571995
358.900000,0.572067
359.000000,0.570917
359.100000,0.572127
359.200000,0.571360
359.300000,0.570831
359.400000,0.571151
359.500000,0.571449
359.600000,0.571743
359.700000,0.572353
359.800000,0.571701
359.900000,0.571505
360.000000,0.571552
360.100000,0.571837
360.200000,0.571330
360.300000,0.571662
360.400000,0.571462
360.500000,0.571147
360.600000,0.571995
360.700000,0.572421
360.800000,0.571684
360.900000,0.572506
361.000000,0.572753
361.100000,0.571633
361.200000,0.570584
361.300000,0.571850
361.400000,0.571713
361.500000,0.571292
361.600000,0.571479
361.700000,0.572493
361.800000,0.571684
361.900000,0.572395
362.000000,0.571594
362.100000,0.572566
362.200000,0.571360
362.300000,0.571633
362.400000,0.571765
362.500000,0.571419
362.600000,0.571650
362.700000,0.571850
362.800000,0.571790
362.900000,0.571654
363.000000,0.571547
363.100000,0.573022
363.200000,0.571748
363.300000,0.571756
363.400000,0.571019
363.500000,0.572025
363.600000,0.570831
363.700000,0.573486
363.800000,0.572651
363.900000,0.571534
364.000000,0.570456
364.100000,0.571905
364.200000,0.571607
364.300000,0.571356
364.400000,0.572050
364.500000,0.571522
364.600000,0.571607
364.700000,0.571262
364.800000,0.572144
364.900000,0.571820
365.000000,0.571373
365.100000,0.572280
365.200000,0.570900
365.300000,0.571692
365.400000,0.571552
365.500000,0.571534
365.600000,0.571641
365.700000,0.570861
365.800000,0.571074
365.900000,0.571650
366.000000,0.571505
366.100000,0.571837
366.200000,0.571671
366.300000,0.570358
366.400000,0.571731
366.500000,0.572263
366.600000,0.571833
366.700000,0.570201
366.800000,0.571522
366.900000,0.570861
367.000000,0.571419
367.100000,0.571577
367.200000,0.571181
367.300000,0.571202
367.400000,0.572310
367.500000,0.572093
367.600000,0.571735
367.700000,0.572259
367.800000,0.571104
367.900000,0.571875
368.000000,0.572238
368.100000,0.571181
368.200000,0.571377
368.300000,0.572642
368.400000,0.571995
368.500000,0.571624
368.600000,0.571547
368.700000,0.571270
368.800000,0.570887
368.900000,0.570823
369.000000,0.572050
369.100000,0.571313
369.200000,0.571390
369.300000,0.571624
369.400000,0.570861
369.500000,0.571044
