Frequency (Hz),Correction Factor (dB)
6066.97998,-4.258709
6072.363281,-4.31825200000001
6077.746582,-4.259137
6083.129883,-4.39641500000001
6088.513184,-4.577698
6093.896484,-4.682118
6099.279785,-5.05120400000001
6104.663086,-5.291851
6110.046387,-5.33824200000001
6115.429688,-5.113388
6120.812988,-5.229164
6126.196289,-5.41051100000001
6131.57959,-5.73107200000001
6136.962891,-5.848805
6142.346191,-5.93135400000001
6147.729492,-6.142608
6153.112793,-6.148163
6158.496094,-6.114739
6163.879395,-6.22847000000001
6169.262695,-6.438705
6174.645996,-6.753506
6180.029297,-6.954918
6185.412598,-6.98729300000001
6190.795898,-7.14756
6196.179199,-7.217358
6201.5625,-7.1744
6206.945801,-7.25031300000001
6212.329102,-7.43308199999999
6217.712402,-7.654846
6223.095703,-7.622517
6228.479004,-7.581482
6233.862305,-7.752236
6239.245605,-7.889752
6244.628906,-7.897598
6250.012207,-7.96896
6255.395508,-8.20119500000001
6260.778809,-8.374897
6266.162109,-8.321785
6271.54541,-8.357334
6276.928711,-8.38728
6282.312012,-8.338188
6287.695312,-8.57473400000001
6293.078613,-8.71278
6298.461914,-8.716481
6303.845215,-8.600673
6309.228516,-8.905052
6314.611816,-9.100838
6319.995117,-9.249385
6325.378418,-9.23344000000001
6330.761719,-9.183949
6336.14502,-9.053207
6341.52832,-9.013234
6346.911621,-9.16857899999999
6352.294922,-9.165738
6357.678223,-9.390797
6363.061523,-9.728996
6368.444824,-9.63590599999999
6373.828125,-9.399453
6379.211426,-9.45335000000001
6384.594727,-9.41234900000001
6389.978027,-9.38260699999999
6395.361328,-9.82552
6400.744629,-9.61359
6406.12793,-9.323368
6411.51123,-9.502865
6416.894531,-9.69664700000001
6422.277832,-9.657753
6427.661133,-9.57634
6433.044434,-9.37195200000001
6438.427734,-9.24754
6443.811035,-9.447742
6449.194336,-9.416218
6454.577637,-9.290634
6459.960938,-9.50135400000001
6465.344238,-9.395469
6470.727539,-9.186821
6476.11084,-8.986107
6481.494141,-8.75119700000001
6486.877441,-8.57202899999999
6492.260742,-8.329403
6497.644043,-8.612835
6503.027344,-8.848625
6508.410645,-8.459053
6513.793945,-8.205063
6519.177246,-8.200367
6524.560547,-7.99062300000001
6529.943848,-7.758667
6535.327148,-7.603802
6540.710449,-7.39907
6546.09375,-7.52627199999999
6551.477051,-7.60774600000001
6556.860352,-7.318104
6562.243652,-6.966965
6567.626953,-6.779754
6573.010254,-6.53207399999999
6578.393555,-6.38958699999999
6583.776855,-6.375168
6589.160156,-6.383918
6594.543457,-6.060669
6599.926758,-5.95518500000001
6605.310059,-6.11026699999999
6610.693359,-5.985767
6616.07666,-5.757817
6621.459961,-5.530525
6626.843262,-5.146546
6632.226562,-5.226318
6637.609863,-5.229302
6642.993164,-5.096481
6648.376465,-5.031311
6653.759766,-4.98099500000001
6659.143066,-4.870293
6664.526367,-4.681218
6669.909668,-4.676941
6675.292969,-4.84376200000001
6680.67627,-4.789673
6686.05957,-4.566753
6691.442871,-4.397029
6696.826172,-4.31966
6702.209473,-4.41454
6707.592773,-4.397083
6712.976074,-4.30549300000001
6718.359375,-4.32354700000001
6723.742676,-4.347332
6729.125977,-4.30806000000001
6734.509277,-4.231685
6739.892578,-4.15979
6745.275879,-3.89131100000001
6750.65918,-3.87102900000001
6756.04248,-3.968377
6761.425781,-4.08153900000001
6766.809082,-3.83969499999999
6772.192383,-3.594818
6777.575684,-3.636818
6782.958984,-3.668766
6788.342285,-3.81202
6793.725586,-3.915939
6799.108887,-3.758797
6804.492188,-3.571232
6809.875488,-3.506931
6815.258789,-3.511428
6820.64209,-3.32997899999999
6826.025391,-3.35006700000001
6831.408691,-3.39151800000001
6836.791992,-3.53721300000001
6842.175293,-3.34446
6847.558594,-2.91686199999999
6852.941895,-2.77753799999999
6858.325195,-2.73924999999999
6863.708496,-2.85442
6869.091797,-2.91976200000001
6874.475098,-2.758415
6879.858398,-2.74784099999999
6885.241699,-2.67802799999999
6890.625,-2.65744
6896.008301,-2.506653
6901.391602,-2.30614499999999
6906.774902,-2.15861899999999
6912.158203,-2.20933599999999
6917.541504,-2.420505
6922.924805,-2.418507
6928.308105,-2.28057799999999
6933.691406,-2.081452
6939.074707,-1.926342
6944.458008,-1.895512
6949.841309,-1.890655
6955.224609,-1.97052799999999
6960.60791,-1.944794
6965.991211,-2.043205
6971.374512,-2.070984
6976.757812,-2.088982
6982.141113,-1.92657499999999
6987.524414,-1.896576
6992.907715,-2.02161
6998.291016,-2.00628600000001
7003.674316,-1.94239099999999
7009.057617,-2.052795
7014.440918,-1.964901
7019.824219,-1.92414000000001
7025.20752,-1.934364
7030.59082,-2.078098
7035.974121,-2.189937
7041.357422,-2.14585199999999
7046.740723,-1.995628
7052.124023,-1.91584
7057.507324,-1.956993
7062.890625,-2.19963799999999
7068.273926,-2.024136
7073.657227,-1.967491
7079.040527,-1.907868
7084.423828,-2.032028
7089.807129,-1.958049
7095.19043,-1.839478
7100.57373,-1.779926
7105.957031,-1.648597
7111.340332,-1.691204
7116.723633,-1.701153
7122.106934,-1.765495
7127.490234,-1.886867
7132.873535,-1.767338
7138.256836,-1.69950900000001
7143.640137,-1.299812
7149.023438,-1.36835499999999
7154.406738,-1.475994
7159.790039,-1.445114
7165.17334,-1.460048
7170.556641,-1.39768599999999
7175.939941,-1.31837
7181.323242,-1.275932
7186.706543,-1.17301999999999
7192.089844,-1.01187200000001
7197.473145,-1.090577
7202.856445,-1.14637
7208.239746,-0.978295000000003
7213.623047,-1.01391599999999
7219.006348,-1.002701
7224.389648,-0.896072000000004
7229.772949,-1.08406800000001
7235.15625,-0.996619999999993
7240.539551,-0.939010999999994
7245.922852,-1.030479
7251.306152,-0.915915999999996
7256.689453,-0.988929999999996
7262.072754,-0.935921000000008
7267.456055,-0.566581999999997
7272.839355,-0.495895000000004
7278.222656,-0.692261000000002
7283.605957,-0.837074000000001
7288.989258,-0.841301000000001
7294.372559,-0.697152000000003
7299.755859,-0.551583000000008
7305.13916,-0.36321199999999
7310.522461,-0.475707999999997
7315.905762,-0.681472999999997
7321.289062,-0.729331999999999
7326.672363,-0.464386000000005
7332.055664,-0.45324699999999
7337.438965,-0.671555000000012
7342.822266,-1.009438
7348.205566,-0.956490000000002
7353.588867,-0.886893999999998
7358.972168,-0.788864000000004
7364.355469,-0.998925
7369.73877,-0.961001999999994
7375.12207,-0.983566000000003
7380.505371,-0.930275000000009
7385.888672,-0.946015000000003
7391.271973,-1.28199000000001
7396.655273,-1.266037
7402.038574,-1.09673299999999
7407.421875,-1.12992500000001
7412.805176,-1.148625
7418.188477,-1.074104
7423.571777,-1.17214600000001
7428.955078,-1.35058600000001
7434.338379,-1.5009
7439.72168,-1.56762
7445.10498,-1.552467
7450.488281,-1.544189
7455.871582,-1.616799
7461.254883,-1.61271300000001
7466.638184,-1.618325
7472.021484,-2.095322
7477.404785,-2.32735
7482.788086,-2.37735799999999
7488.171387,-2.42207
7493.554688,-2.54826
7498.937988,-2.63866400000001
7504.321289,-2.71075
7509.70459,-2.687088
7515.087891,-2.71064699999999
7520.471191,-2.86595899999999
7525.854492,-2.907974
7531.237793,-2.94616000000001
7536.621094,-3.165474
7542.004395,-3.390503
7547.387695,-3.68269300000001
7552.770996,-3.78850499999999
7558.154297,-3.76385499999999
7563.537598,-3.93573
7568.920898,-3.87990600000001
7574.304199,-3.93841199999999
7579.6875,-4.067902
7585.070801,-4.21981
7590.454102,-4.489613
7595.837402,-4.495666
7601.220703,-4.453106
7606.604004,-4.217304
7611.987305,-4.120437
7617.370605,-4.577484
7622.753906,-4.66836599999999
7628.137207,-4.731915
7633.520508,-4.76751
7638.903809,-4.734734
7644.287109,-4.69184900000001
7649.67041,-4.697216
7655.053711,-4.586876
7660.437012,-4.40712800000001
7665.820312,-4.64424200000001
7671.203613,-4.78137899999999
7676.586914,-4.75601900000001
7681.970215,-4.61543300000001
7687.353516,-4.55395899999999
7692.736816,-4.57569899999999
7698.120117,-4.469757
7703.503418,-4.455971
7708.886719,-4.384732
7714.27002,-4.354404
7719.65332,-4.38757699999999
7725.036621,-4.418037
7730.419922,-4.33595200000001
7735.803223,-4.226563
7741.186523,-4.23566400000001
7746.569824,-4.346695
7751.953125,-4.339401
7757.336426,-4.266846
7762.719727,-4.13424300000001
7768.103027,-4.06225600000001
7773.486328,-4.009281
7778.869629,-4.144234
7784.25293,-4.210877
7789.63623,-4.159347
7795.019531,-4.152817
7800.402832,-4.007469
7805.786133,-4.085316
7811.169434,-4.07120500000001
7816.552734,-3.849159
7821.936035,-3.944877
7827.319336,-4.037147
7832.702637,-4.022762
7838.085938,-3.837311
7843.469238,-3.91084299999999
7848.852539,-3.943298
7854.23584,-4.067531
7859.619141,-4.09235
7865.002441,-4.01476
7870.385742,-3.962479
7875.769043,-3.973648
7881.152344,-4.066818
7886.535645,-4.11516200000001
7891.918945,-4.173687
7897.302246,-4.05209800000001
7902.685547,-4.084484
7908.068848,-4.15680599999999
7913.452148,-4.350876
7918.835449,-4.40422
7924.21875,-4.31411
7929.602051,-4.41422299999999
7934.985352,-4.18962099999999
7940.368652,-4.39538200000001
7945.751953,-4.500584
7951.135254,-4.62061299999999
7956.518555,-4.74302599999999
7961.901855,-4.72871
7967.285156,-4.603249
7972.668457,-4.51525099999999
7978.051758,-4.571361
7983.435059,-4.53512199999999
7988.818359,-4.543911
7994.20166,-4.596177
7999.584961,-4.727905
8004.968262,-4.71931899999999
8010.351562,-4.715595
8015.734863,-4.718292
8021.118164,-4.729736
8026.501465,-4.64676300000001
8031.884766,-4.690388
8037.268066,-4.823581
8042.651367,-4.893791
8048.034668,-4.934418
8053.417969,-4.827229
8058.80127,-4.794037
8064.18457,-4.628845
8069.567871,-4.57207200000001
8074.951172,-4.56664599999999
8080.334473,-4.63468899999999
8085.717773,-4.64155599999999
8091.101074,-4.62006400000001
8096.484375,-4.63018399999999
8101.867676,-4.544895
8107.250977,-4.526867
8112.634277,-4.417869
8118.017578,-4.440285
8123.400879,-4.32548499999999
8128.78418,-4.328056
8134.16748,-4.327046
8139.550781,-4.420452
8144.934082,-4.412002
8150.317383,-4.34618
8155.700684,-4.35925999999999
8161.083984,-4.245434
8166.467285,-4.261021
8171.850586,-4.261364
8177.233887,-4.32542400000001
8182.617188,-4.34354799999999
8188.000488,-4.381733
8193.383789,-4.408054
8198.76709,-4.423546
8204.150391,-4.432548
8209.533691,-4.47718799999999
8214.916992,-4.531136
8220.300293,-4.35651
8225.683594,-4.32296
8231.066895,-4.411953
8236.450195,-4.40529600000001
8241.833496,-4.568516
8247.216797,-4.570473
8252.600098,-4.63863
8257.983398,-4.705006
8263.366699,-4.64342499999999
8268.75,-4.594479
8274.133301,-4.747105
8279.516602,-4.84777500000001
8284.899902,-4.942112
8290.283203,-4.687828
8295.666504,-4.652768
8301.049805,-4.709709
8306.433105,-4.65973200000001
8311.816406,-4.65606
8317.199707,-4.455482
8322.583008,-4.45053799999999
8327.966309,-4.48203299999999
8333.349609,-4.459793
8338.73291,-4.428112
8344.116211,-4.31935100000001
8349.499512,-4.247227
8354.882812,-4.21383700000001
8360.266113,-4.103428
8365.649414,-4.005119
8371.032715,-3.956211
8376.416016,-3.90061100000001
8381.799316,-3.98085399999999
8387.182617,-3.920669
8392.565918,-3.622116
8397.949219,-3.665089
8403.33252,-3.76260300000001
8408.71582,-3.679001
8414.099121,-3.496148
8419.482422,-3.519619
8424.865723,-3.51820799999999
8430.249023,-3.47593299999999
8435.632324,-3.400215
8441.015625,-3.20379699999999
8446.398926,-3.03132600000001
8451.782227,-2.91297900000001
8457.165527,-2.865876
8462.548828,-2.840233
8467.932129,-2.89917800000001
8473.31543,-2.848938
8478.69873,-2.540245
8484.082031,-2.423271
8489.465332,-2.57109800000001
8494.848633,-2.64456899999999
8500.231934,-2.547966
8505.615234,-2.44004099999999
8510.998535,-2.31111199999999
8516.381836,-2.07390599999999
8521.765137,-2.023582
8527.148438,-2.11247300000001
8532.531738,-2.04825600000001
8537.915039,-1.82414299999999
8543.29834,-1.61494499999999
8548.681641,-1.644661
8554.064941,-1.56639899999999
8559.448242,-1.389405
8564.831543,-1.31240099999999
8570.214844,-1.21659099999999
8575.598145,-1.147606
8580.981445,-0.988875999999991
8586.364746,-0.611954000000011
8591.748047,-0.606887999999998
8597.131348,-0.487717000000004
8602.514648,-0.562011999999996
8607.897949,-0.37054400000001
8613.28125,-0.321762000000007
8618.664551,-0.182532999999992
8624.047852,-0.103256000000002
8629.431152,0.183937
8634.814453,0.238861
8640.197754,0.353842999999998
8645.581055,0.717506
8650.964355,0.803314
8656.347656,0.649055999999987
8661.730957,0.576850000000007
8667.114258,0.840034999999986
8672.497559,0.986679000000009
8677.880859,1.075988
8683.26416,1.36629499999999
8688.647461,1.446754
8694.030762,1.608367
8699.414062,1.830406
8704.797363,2.11434200000001
8710.180664,2.120903
8715.563965,2.133606
8720.947266,2.269333
8726.330566,2.616028
8731.713867,2.78949800000001
8737.097168,2.964348
8742.480469,3.217804
8747.86377,3.281677
8753.24707,3.15476200000001
8758.630371,3.38314
8764.013672,3.65026899999999
8769.396973,4.011055
8774.780273,4.54898899999999
8780.163574,4.81828299999999
8785.546875,4.85803200000001
8790.930176,4.938034
8796.313477,5.13203399999999
8801.696777,5.31667300000001
8807.080078,5.869545
8812.463379,5.815933
8817.84668,5.975227
8823.22998,6.10968
8828.613281,6.507248
8833.996582,6.58328299999999
8839.379883,6.809303
8844.763184,6.96292100000001
8850.146484,6.868416
8855.529785,6.900978
8860.913086,6.98391699999999
8866.296387,6.93556199999999
8871.679688,7.18678200000001
8877.062988,7.39368399999999
8882.446289,7.32015899999999
8887.82959,7.38520100000001
8893.212891,7.273369
8898.596191,7.20429999999999
8903.979492,7.152
8909.362793,7.12254300000001
8914.746094,7.203491
8920.129395,7.50698100000001
8925.512695,7.61282299999999
8930.895996,7.77557400000001
8936.279297,7.80233
8941.662598,7.652992
8947.045898,7.61998800000001
8952.429199,7.65445000000001
8957.8125,8.01715100000001
8963.195801,8.44695299999999
8968.579102,8.806145
8973.962402,8.860214
8979.345703,8.58393100000001
8984.729004,8.644539
8990.112305,8.78671300000001
8995.495605,9.304779
9000.878906,9.63629899999999
9006.262207,10.190224
9011.645508,10.340332
9017.028809,10.400406
9022.412109,10.41462
9027.79541,10.769242
9033.178711,11.561005
9038.562012,11.954743
9043.945312,11.961853
9049.328613,12.029922
9054.711914,12.183342
9060.095215,12.498749
9065.478516,13.3535
9070.861816,13.598602
9076.245117,14.01419
9081.628418,14.459244
9087.011719,14.593384
9092.39502,14.454544
9097.77832,14.241059
9103.161621,15.021866
9108.544922,15.703194
9113.928223,15.991996
9119.311523,16.040321
9124.694824,16.475006
9130.078125,16.213249
9135.461426,15.751205
9140.844727,15.692795
9146.228027,15.777397
9151.611328,16.304123
9156.994629,16.354691
9162.37793,16.192337
9167.76123,16.14357
9173.144531,15.3889
9178.527832,15.105125
9183.911133,15.531388
9189.294434,15.306633
9194.677734,15.000222
9200.061035,14.86287
9205.444336,15.214981
9210.827637,14.82605
9216.210938,14.193505
9221.594238,14.108703
9226.977539,14.389633
9232.36084,14.463623
9237.744141,13.99527
9243.127441,14.251022
9248.510742,14.825142
9253.894043,14.679634
9259.277344,13.791657
9264.660645,13.381874
9270.043945,13.274673
9275.427246,13.389534
9280.810547,13.415589
9286.193848,13.542488
9291.577148,13.674095
9296.960449,13.369682
9302.34375,13.233871
9307.727051,13.361908
9313.110352,13.437759
9318.493652,13.21299
9323.876953,13.28405
9329.260254,13.169243
9334.643555,13.024376
9340.026855,13.292473
9345.410156,13.680519
9350.793457,13.71891
9356.176758,13.989868
9361.560059,13.570251
9366.943359,13.384941
9372.32666,13.430236
9377.709961,13.484337
9383.093262,13.576996
9388.476562,13.777184
9393.859863,13.535377
9399.243164,13.788437
9404.626465,13.859718
9410.009766,13.795021
9415.393066,13.678352
9420.776367,13.468399
9426.159668,13.465615
9431.542969,13.663887
9436.92627,13.881859
9442.30957,13.670822
9447.692871,13.631782
9453.076172,14.02761
9458.459473,14.012551
9463.842773,13.919938
9469.226074,13.567238
9474.609375,13.500359
9479.992676,13.778092
9485.375977,13.745842
9490.759277,14.064834
9496.142578,14.396728
9501.525879,14.258995
9506.90918,13.588768
9512.29248,13.201553
9517.675781,13.594002
9523.059082,13.961708
9528.442383,14.058418
9533.825684,13.546891
9539.208984,12.726715
9544.592285,13.008255
9549.975586,12.573959
9555.358887,12.013726
9560.742188,11.678688
9566.125488,11.278191
9571.508789,11.81205
9576.89209,11.864982
9582.275391,11.834747
9587.658691,11.556954
9593.041992,11.335091
9598.425293,11.188171
9603.808594,10.750611
9609.191895,10.234062
9614.575195,10.167435
9619.958496,10.09932
9625.341797,10.033195
9630.725098,9.99852800000001
9636.108398,9.764145
9641.491699,9.74337
9646.875,9.78950499999999
9652.258301,9.61627999999999
9657.641602,9.226792
9663.024902,8.928719
9668.408203,8.763672
9673.791504,8.700462
9679.174805,8.47596
9684.558105,8.32289899999999
9689.941406,8.239693
9695.324707,8.15819500000001
9700.708008,7.78418699999999
9706.091309,7.22273299999999
9711.474609,7.03918400000001
9716.85791,6.970375
9722.241211,6.905846
9727.624512,6.52095800000001
9733.007812,6.617874
9738.391113,6.55147599999999
9743.774414,6.385116
9749.157715,6.187591
9754.541016,5.948234
9759.924316,5.705673
9765.307617,5.538315
9770.690918,5.387787
9776.074219,5.234696
9781.45752,5.176712
9786.84082,5.20758100000001
9792.224121,5.18311300000001
9797.607422,4.943749
9802.990723,4.714454
9808.374023,4.55229899999999
9813.757324,4.153595
9819.140625,3.97584499999999
9824.523926,4.183205
9829.907227,3.92134900000001
9835.290527,3.756783
9840.673828,3.648392
9846.057129,3.50108400000001
9851.44043,3.25237299999999
9856.82373,3.20223999999999
9862.207031,2.902733
9867.590332,2.92040300000001
9872.973633,3.06588699999999
9878.356934,2.96278400000001
9883.740234,2.879006
9889.123535,2.854164
9894.506836,2.584884
9899.890137,2.396072
9905.273438,2.454491
9910.656738,2.47930100000001
9916.040039,2.36144299999999
9921.42334,2.22062699999999
9926.806641,2.208664
9932.189941,2.148224
9937.573242,2.07337200000001
9942.956543,2.20089700000001
9948.339844,2.200356
9953.723145,1.911018
9959.106445,1.809639
9964.489746,1.73599999999999
9969.873047,1.77325400000001
9975.256348,1.70116400000001
9980.639648,1.66712200000001
9986.022949,1.642167
9991.40625,1.41482600000001
9996.789551,1.344391
10002.172852,1.288369
10007.556152,1.376701
10012.939453,1.52932799999999
10018.322754,1.611092
10023.706055,1.512184
10029.089355,1.412117
10034.472656,1.396767
10039.855957,1.395287
10045.239258,1.350059
10050.622559,1.38668800000001
10056.005859,1.281014
10061.38916,1.224007
10066.772461,1.305832
10072.155762,1.22191600000001
10077.539062,1.177269
10082.922363,1.17005099999999
10088.305664,1.09729
10093.688965,1.237205
10099.072266,0.981124999999992
10104.455566,0.993186999999992
10109.838867,1.078338
10115.222168,1.082886
10120.605469,1.18804899999999
10125.98877,1.072807
10131.37207,1.14299000000001
10136.755371,1.067246
10142.138672,1.023926
10147.521973,0.904524999999993
10152.905273,0.963188000000002
10158.288574,1.034401
10163.671875,1.18159499999999
10169.055176,1.227661
10174.438477,1.14720199999999
10179.821777,1.09863300000001
10185.205078,0.994690000000006
10190.588379,0.937850999999995
10195.97168,1.13266
10201.35498,1.22189300000001
10206.738281,1.14671300000001
10212.121582,1.150734
10217.504883,1.16018700000001
10222.888184,1.12796
10228.271484,1.143074
10233.654785,1.33538
10239.038086,1.215912
10244.421387,1.068687
10249.804688,1.027771
10255.187988,1.184044
10260.571289,1.082138
10265.95459,1.038979
10271.337891,1.019913
10276.721191,1.043389
10282.104492,1.159401
10287.487793,1.163826
10292.871094,1.133483
10298.254395,1.201965
10303.637695,1.176575
10309.020996,1.21049499999999
10314.404297,1.13470500000001
10319.787598,1.044945
10325.170898,1.021827
10330.554199,0.917205999999993
10335.9375,1.027748
10341.320801,1.050544
10346.704102,0.927018000000004
10352.087402,0.986038000000008
10357.470703,1.39457700000001
10362.854004,1.39029000000001
10368.237305,1.097145
10373.620605,0.990319
10379.003906,1.145996
10384.387207,1.32901000000001
10389.770508,1.23928100000001
10395.153809,1.169251
10400.537109,1.065849
10405.92041,0.925254999999993
10411.303711,1.096687
10416.687012,1.07047300000001
10422.070312,1.073089
10427.453613,1.134773
10432.836914,1.006241
10438.220215,0.930382000000009
10443.603516,1.047882
10448.986816,1.09775500000001
10454.370117,1.102127
10459.753418,1.15111499999999
10465.136719,1.172737
10470.52002,1.25007599999999
10475.90332,1.146659
10481.286621,1.18225099999999
10486.669922,1.07265500000001
10492.053223,1.17437799999999
10497.436523,1.286995
10502.819824,1.14251
10508.203125,1.11172500000001
10513.586426,1.23709099999999
10518.969727,1.273331
10524.353027,1.41798399999999
10529.736328,1.30628900000001
10535.119629,1.08112300000001
10540.50293,0.983215999999999
10545.88623,1.31765799999999
10551.269531,1.48893
10556.652832,1.51640399999999
10562.036133,1.415184
10567.419434,1.36202300000001
10572.802734,1.36331100000001
10578.186035,1.36853000000001
10583.569336,1.369362
10588.952637,1.39518699999999
10594.335938,1.44397000000001
10599.719238,1.440567
10605.102539,1.350792
10610.48584,1.48704500000001
10615.869141,1.53076900000001
10621.252441,1.53461399999999
10626.635742,1.41548900000001
10632.019043,1.144233
10637.402344,1.282837
10642.785645,1.369355
10648.168945,1.37954000000001
10653.552246,1.374199
10658.935547,1.531646
10664.318848,1.50674400000001
10669.702148,1.55247499999999
10675.085449,1.645286
10680.46875,1.54669200000001
10685.852051,1.525887
10691.235352,1.69782300000001
10696.618652,1.702591
10702.001953,1.69622799999999
10707.385254,1.779319
10712.768555,1.720376
10718.151855,1.73584700000001
10723.535156,1.731758
10728.918457,1.76474
10734.301758,1.825935
10739.685059,1.81173700000001
10745.068359,1.76939400000001
10750.45166,1.64924600000001
10755.834961,1.542526
10761.218262,1.76081000000001
10766.601562,1.626419
10771.984863,1.654037
10777.368164,1.72468499999999
10782.751465,1.80368800000001
10788.134766,1.563965
10793.518066,1.552323
10798.901367,1.665818
10804.284668,1.546448
10809.667969,1.47029900000001
10815.05127,1.582855
10820.43457,1.530494
10825.817871,1.37065899999999
10831.201172,1.284256
10836.584473,1.340614
10841.967773,1.29160300000001
10847.351074,1.53907
10852.734375,1.271507
10858.117676,1.214805
10863.500977,1.167198
10868.884277,1.01480100000001
10874.267578,1.23167400000001
10879.650879,1.22852300000001
10885.03418,1.085503
10890.41748,0.893036000000009
10895.800781,1.25696499999999
10901.184082,1.173523
10906.567383,0.911324000000008
10911.950684,0.810425000000009
10917.333984,0.909417000000005
10922.717285,1.030349
10928.100586,1.082374
10933.483887,1.048309
10938.867188,1.013947
10944.250488,0.866425000000007
10949.633789,0.664664999999999
10955.01709,0.504622999999995
10960.400391,0.409523000000007
10965.783691,0.488669999999999
10971.166992,0.566299000000001
10976.550293,0.774918
10981.933594,0.885154
10987.316895,0.504158000000004
10992.700195,0.276206999999999
10998.083496,0.205306999999991
11003.466797,0.232758000000004
11008.850098,0.148184999999998
11014.233398,-0.00730900000000645
11019.616699,-0.174675000000008
11025,-0.187897000000007
11030.383301,0.00902599999999154
11035.766602,0.0384980000000041
11041.149902,-0.299819999999997
11046.533203,-0.280577999999991
11051.916504,-0.297561000000002
11057.299805,-0.623435999999998
11062.683105,-0.631034999999997
11068.066406,-0.707398000000012
11073.449707,-0.846153000000001
11078.833008,-0.556587000000008
11084.216309,-0.813485
11089.599609,-1.025391
11094.98291,-1.006057
11100.366211,-0.937094999999999
11105.749512,-1.29650099999999
11111.132812,-1.500618
11116.516113,-1.60669800000001
11121.899414,-1.51145199999999
11127.282715,-1.55281099999999
11132.666016,-1.523735
11138.049316,-1.60629299999999
11143.432617,-1.689392
11148.815918,-1.78743
11154.199219,-1.979103
11159.58252,-2.10086799999999
11164.96582,-2.092766
11170.349121,-2.429558
11175.732422,-2.36846899999999
11181.115723,-2.42988600000001
11186.499023,-2.46447000000001
11191.882324,-2.388733
11197.265625,-2.660431
11202.648926,-2.814262
11208.032227,-2.956154
11213.415527,-2.85335500000001
11218.798828,-2.866783
11224.182129,-3.079453
11229.56543,-3.13960299999999
11234.94873,-3.112618
11240.332031,-2.971588
11245.715332,-3.06982499999999
11251.098633,-3.160865
11256.481934,-3.23003399999999
11261.865234,-3.305115
11267.248535,-3.326667
11272.631836,-3.28655300000001
11278.015137,-3.312538
11283.398438,-3.39754499999999
11288.781738,-3.591888
11294.165039,-3.68042
11299.54834,-3.454262
11304.931641,-3.406898
11310.314941,-3.51651000000001
11315.698242,-3.56115
11321.081543,-3.45049999999999
11326.464844,-3.507683
11331.848145,-3.521873
11337.231445,-3.49443799999999
11342.614746,-3.483467
11347.998047,-3.392639
11353.381348,-3.413956
11358.764648,-3.33287800000001
11364.147949,-3.31990900000001
11369.53125,-3.189133
11374.914551,-3.16683999999999
11380.297852,-3.06841300000001
11385.681152,-3.121307
11391.064453,-2.87810500000001
11396.447754,-2.913597
11401.831055,-3.018906
11407.214355,-2.789604
11412.597656,-2.773949
11417.980957,-2.80029300000001
11423.364258,-3.007339
11428.747559,-2.93440200000001
11434.130859,-2.70283499999999
11439.51416,-2.621185
11444.897461,-2.634972
11450.280762,-2.550117
11455.664062,-2.44841000000001
11461.047363,-2.054024
11466.430664,-2.019897
11471.813965,-2.15618900000001
11477.197266,-2.187783
11482.580566,-2.242554
11487.963867,-2.32772800000001
11493.347168,-2.20446000000001
11498.730469,-2.05309299999999
11504.11377,-1.872955
11509.49707,-1.75823199999999
11514.880371,-1.860619
11520.263672,-1.6455
11525.646973,-1.46500399999999
11531.030273,-1.414642
11536.413574,-1.428276
11541.796875,-1.546173
11547.180176,-1.651421
11552.563477,-1.804024
11557.946777,-1.78228
11563.330078,-1.743897
11568.713379,-1.59891599999999
11574.09668,-1.638543
11579.47998,-1.37273399999999
11584.863281,-1.49790899999999
11590.246582,-1.13730600000001
11595.629883,-1.350983
11601.013184,-1.349823
11606.396484,-1.33455699999999
11611.779785,-1.28726200000001
11617.163086,-1.309127
11622.546387,-1.210373
11627.929688,-1.20023300000001
11633.312988,-1.33704300000001
11638.696289,-1.26855500000001
11644.07959,-1.267433
11649.462891,-1.050194
11654.846191,-0.996682000000007
11660.229492,-1.082443
11665.612793,-1.269234
11670.996094,-1.241478
11676.379395,-1.11700400000001
11681.762695,-1.341865
11687.145996,-1.134629
11692.529297,-1.086708
11697.912598,-1.147293
11703.295898,-1.068169
11708.679199,-1.09788500000001
11714.0625,-1.250259
11719.445801,-1.409492
11724.829102,-1.299438
11730.212402,-1.242355
11735.595703,-1.02645100000001
11740.979004,-1.10871899999999
11746.362305,-1.25080800000001
11751.745605,-1.18615699999999
11757.128906,-0.980819999999994
11762.512207,-0.972130000000007
11767.895508,-0.877936999999989
11773.278809,-0.953827000000004
11778.662109,-1.363708
11784.04541,-1.272903
11789.428711,-1.15316799999999
11794.812012,-0.923637999999997
11800.195312,-1.195984
11805.578613,-1.44491600000001
11810.961914,-1.213272
11816.345215,-1.139725
11821.728516,-1.135705
11827.111816,-1.01681499999999
11832.495117,-0.985359000000003
11837.878418,-0.906036
11843.261719,-1.13156100000001
11848.64502,-1.197266
11854.02832,-1.08845500000001
11859.411621,-1.103173
11864.794922,-0.859841000000003
11870.178223,-0.878745999999993
11875.561523,-0.779433999999995
11880.944824,-0.957145999999995
11886.328125,-0.962515999999994
11891.711426,-0.761313999999999
11897.094727,-0.791298000000012
11902.478027,-0.668228999999997
11907.861328,-0.692138999999997
11913.244629,-0.693556999999998
11918.62793,-0.838363000000001
11924.01123,-0.694420000000008
11929.394531,-0.647116999999994
11934.777832,-0.697945000000004
11940.161133,-0.768059000000008
11945.544434,-0.657668999999999
