Frequency (Hz),Correction Factor (dB)
5011.853027,16.64373
5017.236328,16.340504
5022.619629,16.131759
5028.00293,15.517182
5033.38623,14.970345
5038.769531,14.963425
5044.152832,13.990135
5049.536133,13.252785
5054.919434,12.98639
5060.302734,12.582062
5065.686035,12.129525
5071.069336,12.035423
5076.452637,12.161805
5081.835938,11.895729
5087.219238,11.317146
5092.602539,10.81913
5097.98584,10.514984
5103.369141,10.132145
5108.752441,10.027954
5114.135742,10.019432
5119.519043,9.80104100000001
5124.902344,9.556855
5130.285645,9.247933
5135.668945,8.925224
5141.052246,8.730186
5146.435547,8.686257
5151.818848,8.697903
5157.202148,8.719849
5162.585449,8.519959
5167.96875,8.087547
5173.352051,7.913253
5178.735352,7.67435400000001
5184.118652,7.585679
5189.501953,7.745384
5194.885254,7.73930299999999
5200.268555,7.64196
5205.651855,7.59336
5211.035156,7.473518
5216.418457,7.25222100000001
5221.801758,6.890495
5227.185059,6.782044
5232.568359,7.065716
5237.95166,7.317826
5243.334961,7.18158700000001
5248.718262,6.96167
5254.101562,6.90392299999999
5259.484863,6.90846299999999
5264.868164,6.8171
5270.251465,6.570076
5275.634766,6.674393
5281.018066,6.75512000000001
5286.401367,6.60339400000001
5291.784668,6.62492400000001
5297.167969,6.51947000000001
5302.55127,6.414528
5307.93457,6.907974
5313.317871,6.87197900000001
5318.701172,6.683124
5324.084473,6.52988499999999
5329.467773,6.595589
5334.851074,6.48352
5340.234375,6.51475600000001
5345.617676,6.51342800000001
5351.000977,6.397339
5356.384277,6.28106700000001
5361.767578,6.537136
5367.150879,6.66677900000001
5372.53418,6.40240900000001
5377.91748,6.14091400000001
5383.300781,5.98367
5388.684082,6.06625400000001
5394.067383,6.284592
5399.450684,6.219269
5404.833984,5.74194299999999
5410.217285,5.627625
5415.600586,5.57939900000001
5420.983887,5.467525
5426.367188,5.341503
5431.750488,5.355861
5437.133789,5.359261
5442.51709,5.151874
5447.900391,4.931545
5453.283691,4.94873800000001
5458.666992,5.13324
5464.050293,4.969353
5469.433594,4.606475
5474.816895,4.415154
5480.200195,4.540634
5485.583496,4.469048
5490.966797,4.16487099999999
5496.350098,4.125534
5501.733398,4.32605700000001
5507.116699,4.315499
5512.5,3.87651099999999
5517.883301,3.69067
5523.266602,3.635548
5528.649902,3.583896
5534.033203,3.70881700000001
5539.416504,3.38883899999999
5544.799805,3.1884
5550.183105,3.23355100000001
5555.566406,3.206588
5560.949707,3.176918
5566.333008,3.09704600000001
5571.716309,2.86932399999999
5577.099609,2.724648
5582.48291,2.650482
5587.866211,2.675911
5593.249512,2.65941599999999
5598.632812,2.398697
5604.016113,2.06871100000001
5609.399414,1.92343099999999
5614.782715,2.120858
5620.166016,2.331863
5625.549316,2.07317400000001
5630.932617,1.694039
5636.315918,1.339824
5641.699219,1.385628
5647.08252,1.526207
5652.46582,1.34814499999999
5657.849121,1.30706000000001
5663.232422,1.02048500000001
5668.615723,0.873848000000002
5673.999023,0.756134000000003
5679.382324,0.667900000000003
5684.765625,0.435851999999997
5690.148926,0.319175999999999
5695.532227,0.249770999999996
5700.915527,0.208709999999996
5706.298828,0.168556999999993
5711.682129,0.0778729999999968
5717.06543,0.0146560000000022
5722.44873,-0.103912999999999
5727.832031,-0.151352000000003
5733.215332,-0.251034000000004
5738.598633,-0.224204999999998
5743.981934,-0.251594000000011
5749.365234,-0.496162999999996
5754.748535,-0.463165000000004
5760.131836,-0.308350000000004
5765.515137,-0.358131
5770.898438,-0.561843999999994
5776.281738,-0.546104999999997
5781.665039,-0.399376000000004
5787.04834,-0.329247000000009
5792.431641,-0.159132999999997
5797.814941,-0.416167999999999
5803.198242,-0.534507000000005
5808.581543,-0.395797999999999
5813.964844,-0.532494
5819.348145,-0.317993999999999
5824.731445,-0.0679930000000013
5830.114746,0.174210000000002
5835.498047,0.122956000000002
5840.881348,0.0112529999999964
5846.264648,-0.0935900000000061
5851.647949,-0.000731999999999289
5857.03125,0.27302499999999
5862.414551,0.269867000000005
5867.797852,0.504517000000007
5873.181152,0.599159
5878.564453,0.510497999999998
5883.947754,0.486548999999997
5889.331055,0.512894000000003
5894.714355,0.629075
5900.097656,0.781707999999995
5905.480957,0.777732
5910.864258,0.722023000000007
5916.247559,0.462181000000001
5921.630859,0.195403999999996
5927.01416,0.276077000000001
5932.397461,0.494286000000002
5937.780762,0.192665000000005
5943.164062,-0.0788110000000017
5948.547363,-0.172622000000004
5953.930664,-0.401332999999994
5959.313965,-0.735440000000004
5964.697266,-0.680233000000001
5970.080566,-0.742553999999998
5975.463867,-1.11141900000001
5980.847168,-1.490482
5986.230469,-1.704666
5991.61377,-1.760605
5996.99707,-1.84264699999999
6002.380371,-1.85809399999999
6007.763672,-2.174755
6013.146973,-2.404373
6018.530273,-2.522629
6023.913574,-2.65690599999999
6029.296875,-3.07735500000001
6034.680176,-3.28291400000001
6040.063477,-3.456383
6045.446777,-3.60174900000001
6050.830078,-3.811298
6056.213379,-3.815571
6061.59668,-3.925041
