Frequency (Hz)	Level (dB)
6341.528320	-64.933022
6346.911621	-65.795059
6352.294922	-66.215302
6357.678223	-65.119225
6363.061523	-65.400383
6368.444824	-64.653168
6373.828125	-64.731583
6379.211426	-65.188438
6384.594727	-64.336105
6389.978027	-65.433838
6395.361328	-65.291077
6400.744629	-67.305618
6406.127930	-66.540398
6411.511230	-67.338852
6416.894531	-66.857414
6422.277832	-68.479134
6427.661133	-66.832123
6433.044434	-66.171974
6438.427734	-65.841408
6443.811035	-64.192291
6449.194336	-64.007515
6454.577637	-65.590202
6459.960938	-65.763710
6465.344238	-65.760818
6470.727539	-66.548332
6476.110840	-65.986382
6481.494141	-65.190414
6486.877441	-65.718460
6492.260742	-67.156166
6497.644043	-65.399162
6503.027344	-65.033394
6508.410645	-65.598007
6513.793945	-64.161362
6519.177246	-63.928417
6524.560547	-65.973831
6529.943848	-67.050217
6535.327148	-66.598625
6540.710449	-67.138206
6546.093750	-67.535637
6551.477051	-66.973656
6556.860352	-66.812737
6562.243652	-65.314713
6567.626953	-62.274654
6573.010254	-64.713585
6578.393555	-66.213478
6583.776855	-66.538246
6589.160156	-66.460464
6594.543457	-68.567177
6599.926758	-66.157402
6605.310059	-64.376663
6610.693359	-66.453827
6616.076660	-66.533272
6621.459961	-66.861938
6626.843262	-65.539574
6632.226562	-66.433662
6637.609863	-66.141167
6642.993164	-63.974678
6648.376465	-63.024078
6653.759766	-65.381088
6659.143066	-68.210228
6664.526367	-68.679253
6669.909668	-68.688751
6675.292969	-66.951508
6680.676270	-65.380562
6686.059570	-64.282051
6691.442871	-66.561874
6696.826172	-67.812332
6702.209473	-65.838257
6707.592773	-65.485466
6712.976074	-65.715569
6718.359375	-66.138794
6723.742676	-65.327881
6729.125977	-64.985161
6734.509277	-65.503822
6739.892578	-65.294174
6745.275879	-66.048004
6750.659180	-66.816246
6756.042480	-66.159325
6761.425781	-64.251625
6766.809082	-64.381920
6772.192383	-66.247154
6777.575684	-67.247002
6782.958984	-64.654381
6788.342285	-63.657635
6793.725586	-64.694748
6799.108887	-64.478165
6804.492188	-64.092804
6809.875488	-64.540756
6815.258789	-67.935577
6820.642090	-69.828606
6826.025391	-68.866150
6831.408691	-68.107071
6836.791992	-66.966080
6842.175293	-67.769684
6847.558594	-67.547218
6852.941895	-64.710388
6858.325195	-64.232559
6863.708496	-64.470215
6869.091797	-65.880295
6874.475098	-67.099014
6879.858398	-65.039925
6885.241699	-64.254089
6890.625000	-65.174164
6896.008301	-65.800461
6901.391602	-65.170059
6906.774902	-65.895264
6912.158203	-66.557526
6917.541504	-63.869873
6922.924805	-64.593468
6928.308105	-66.892288
6933.691406	-67.225937
6939.074707	-65.909691
6944.458008	-65.543404
6949.841309	-64.627014
6955.224609	-65.891037
6960.607910	-67.890862
6965.991211	-68.741852
6971.374512	-66.243721
6976.757812	-66.472954
6982.141113	-65.884514
6987.524414	-67.081223
6992.907715	-65.803192
6998.291016	-65.453674
7003.674316	-65.887543
7009.057617	-63.678699
7014.440918	-62.248543
7019.824219	-64.449554
7025.207520	-67.466217
7030.590820	-65.989029
7035.974121	-63.702484
7041.357422	-65.479340
7046.740723	-68.407280
7052.124023	-68.533531
7057.507324	-67.695480
7062.890625	-66.805786
7068.273926	-65.480164
7073.657227	-65.111656
7079.040527	-65.597031
7084.423828	-63.273304
7089.807129	-64.663406
7095.190430	-65.402794
7100.573730	-64.500450
7105.957031	-64.857803
7111.340332	-65.238991
7116.723633	-63.549938
7122.106934	-65.026527
7127.490234	-65.629051
7132.873535	-63.841564
7138.256836	-64.861000
7143.640137	-67.580864
7149.023438	-65.402428
7154.406738	-63.310253
7159.790039	-64.060745
7165.173340	-63.641624
7170.556641	-64.413643
7175.939941	-63.578300
7181.323242	-65.799568
7186.706543	-68.570229
7192.089844	-67.530144
7197.473145	-65.815125
7202.856445	-66.470276
7208.239746	-67.133759
7213.623047	-65.180672
7219.006348	-65.216164
7224.389648	-66.073639
7229.772949	-64.956505
7235.156250	-65.241035
7240.539551	-64.389191
7245.922852	-64.995216
7251.306152	-65.484802
7256.689453	-65.128075
7262.072754	-65.143730
7267.456055	-66.158463
7272.839355	-65.772293
7278.222656	-66.524887
7283.605957	-67.819481
7288.989258	-66.239311
7294.372559	-65.109673
7299.755859	-64.876534
7305.139160	-66.242477
7310.522461	-66.176277
7315.905762	-64.840744
7321.289062	-67.291039
7326.672363	-65.437454
7332.055664	-65.090256
7337.438965	-66.941010
7342.822266	-67.294411
7348.205566	-67.450371
7353.588867	-66.889168
7358.972168	-65.893288
7364.355469	-65.636887
7369.738770	-64.442726
7375.122070	-64.285835
7380.505371	-67.072174
7385.888672	-67.646271
7391.271973	-68.991707
7396.655273	-67.697273
7402.038574	-67.499817
7407.421875	-64.769112
7412.805176	-64.789101
7418.188477	-64.349380
7423.571777	-64.571419
7428.955078	-65.913132
7434.338379	-64.428848
7439.721680	-63.274422
7445.104980	-63.911892
7450.488281	-65.376823
7455.871582	-64.070183
7461.254883	-64.170235
7466.638184	-66.288567
7472.021484	-66.629486
7477.404785	-66.136993
7482.788086	-65.832062
7488.171387	-65.791573
7493.554688	-65.978127
7498.937988	-66.190582
7504.321289	-65.771530
7509.704590	-69.017204
7515.087891	-68.057327
7520.471191	-67.551239
7525.854492	-68.890320
7531.237793	-69.584061
7536.621094	-68.019966
7542.004395	-66.551254
7547.387695	-65.890831
7552.770996	-67.203796
7558.154297	-68.925896
7563.537598	-67.388733
7568.920898	-66.679741
7574.304199	-66.535637
7579.687500	-67.987404
7585.070801	-68.545082
7590.454102	-67.781548
7595.837402	-66.011444
7601.220703	-65.795677
7606.604004	-67.718361
7611.987305	-68.290016
7617.370605	-66.716843
7622.753906	-67.052208
7628.137207	-66.177414
7633.520508	-64.796570
7638.903809	-66.422867
7644.287109	-64.962799
7649.670410	-64.377426
7655.053711	-65.184357
7660.437012	-65.289803
7665.820312	-65.685776
7671.203613	-68.402267
7676.586914	-68.771629
7681.970215	-70.308716
7687.353516	-66.773361
7692.736816	-65.911644
7698.120117	-65.584610
7703.503418	-66.934845
7708.886719	-67.368973
7714.270020	-67.256706
7719.653320	-65.724640
7725.036621	-64.503784
7730.419922	-67.252937
7735.803223	-68.976578
7741.186523	-67.926117
7746.569824	-68.095978
7751.953125	-69.455551
7757.336426	-68.093430
7762.719727	-65.395126
7768.103027	-64.392807
7773.486328	-65.946083
7778.869629	-67.876526
7784.252930	-68.069893
7789.636230	-66.727264
7795.019531	-65.578041
7800.402832	-68.106079
7805.786133	-66.967827
7811.169434	-68.614525
7816.552734	-68.095421
7821.936035	-64.735603
7827.319336	-65.381134
7832.702637	-66.997749
7838.085938	-68.285431
7843.469238	-67.772995
7848.852539	-68.474640
7854.235840	-66.805824
7859.619141	-65.685829
7865.002441	-67.433846
7870.385742	-68.074059
7875.769043	-67.981728
7881.152344	-68.611786
7886.535645	-67.315460
7891.918945	-65.979721
7897.302246	-66.955414
7902.685547	-67.466476
7908.068848	-69.048965
7913.452148	-68.761925
7918.835449	-66.907524
7924.218750	-66.562477
7929.602051	-67.632950
7934.985352	-68.662376
7940.368652	-66.863106
7945.751953	-67.507370
7951.135254	-66.461182
7956.518555	-65.866615
7961.901855	-65.792648
7967.285156	-66.003441
7972.668457	-67.122841
7978.051758	-67.170242
7983.435059	-65.516960
7988.818359	-65.061859
7994.201660	-67.486710
7999.584961	-66.610016
8004.968262	-66.372948
8010.351562	-66.441559
8015.734863	-65.814651
8021.118164	-67.018921
8026.501465	-66.184616
8031.884766	-65.835060
8037.268066	-65.851791
8042.651367	-63.405231
8048.034668	-62.808258
8053.417969	-65.038483
8058.801270	-66.316963
8064.184570	-68.722404
8069.567871	-67.479218
8074.951172	-65.704231
8080.334473	-65.348068
8085.717773	-66.365883
8091.101074	-65.360077
8096.484375	-67.561455
8101.867676	-66.242645
8107.250977	-67.219795
8112.634277	-67.670715
8118.017578	-65.667206
8123.400879	-65.284134
8128.784180	-65.420227
8134.167480	-65.885979
8139.550781	-66.476929
8144.934082	-66.111862
8150.317383	-66.920372
8155.700684	-67.457191
8161.083984	-67.907875
8166.467285	-67.874207
8171.850586	-66.108604
8177.233887	-64.223083
8182.617188	-65.430382
8188.000488	-64.722092
8193.383789	-64.293701
8198.767090	-65.335182
8204.150391	-64.812843
8209.533691	-64.772438
8214.916992	-67.805611
8220.300293	-67.849739
8225.683594	-67.861771
8231.066895	-67.045677
8236.450195	-66.661911
8241.833496	-65.988564
8247.216797	-66.582764
8252.600098	-65.776833
8257.983398	-65.375244
8263.366699	-65.409004
8268.750000	-66.835724
8274.133301	-68.091263
8279.516602	-66.634415
8284.899902	-67.614182
8290.283203	-66.407700
8295.666504	-66.064751
8301.049805	-66.253235
8306.433105	-65.537086
8311.816406	-66.694466
8317.199707	-69.292770
8322.583008	-67.389816
8327.966309	-66.187096
8333.349609	-64.080086
8338.732910	-63.054916
8344.116211	-65.019485
8349.499512	-66.486809
8354.882812	-66.082924
8360.266113	-67.423103
8365.649414	-66.686752
8371.032715	-66.521698
8376.416016	-67.022163
8381.799316	-66.649002
8387.182617	-67.943954
8392.565918	-66.559776
8397.949219	-65.280838
8403.332520	-67.105331
8408.715820	-67.966858
8414.099121	-66.978951
8419.482422	-66.161163
8424.865723	-66.306778
8430.249023	-66.318497
8435.632324	-67.860107
8441.015625	-67.285332
8446.398926	-68.257141
8451.782227	-68.964920
8457.165527	-67.329697
8462.548828	-67.148735
8467.932129	-68.358963
8473.315430	-69.783516
8478.698730	-68.862289
8484.082031	-67.607788
8489.465332	-67.122917
8494.848633	-66.950447
8500.231934	-69.002380
8505.615234	-68.870972
8510.998535	-68.892342
8516.381836	-68.528763
8521.765137	-67.013908
8527.148438	-66.642998
8532.531738	-68.629822
8537.915039	-68.654671
8543.298340	-68.710770
8548.681641	-68.643738
8554.064941	-66.909134
8559.448242	-65.520386
8564.831543	-66.947548
8570.214844	-69.954651
8575.598145	-68.093552
8580.981445	-68.309120
8586.364746	-67.561676
8591.748047	-66.362160
8597.131348	-68.676895
8602.514648	-68.836449
8607.897949	-67.928566
8613.281250	-65.959648
8618.664551	-65.540680
8624.047852	-67.770950
8629.431152	-70.025665
8634.814453	-69.767464
8640.197754	-68.622040
8645.581055	-69.432190
8650.964355	-69.484520
8656.347656	-66.659698
8661.730957	-65.691628
8667.114258	-68.361877
8672.497559	-68.204033
8677.880859	-68.789986
8683.264160	-67.021973
8688.647461	-66.840065
8694.030762	-67.037621
8699.414062	-69.957115
8704.797363	-70.256126
8710.180664	-69.875305
8715.563965	-67.873596
8720.947266	-66.246132
8726.330566	-66.777092
8731.713867	-65.620155
8737.097168	-65.847214
8742.480469	-66.987213
8747.863770	-66.858513
8753.247070	-66.338326
8758.630371	-68.299355
8764.013672	-67.872833
8769.396973	-68.594360
8774.780273	-69.918304
8780.163574	-67.592545
8785.546875	-67.084442
8790.930176	-67.897667
8796.313477	-69.780510
8801.696777	-69.649666
8807.080078	-68.215111
8812.463379	-67.693611
8817.846680	-68.179695
8823.229980	-69.477158
8828.613281	-69.766403
8833.996582	-67.516998
8839.379883	-67.513115
8844.763184	-68.471954
8850.146484	-70.701492
8855.529785	-70.660172
8860.913086	-69.698029
8866.296387	-69.046051
8871.679688	-70.801041
8877.062988	-68.470116
8882.446289	-67.062386
8887.829590	-67.810020
8893.212891	-66.999573
8898.596191	-67.563263
8903.979492	-67.385643
8909.362793	-68.081139
8914.746094	-68.136429
8920.129395	-66.811523
8925.512695	-65.393410
8930.895996	-66.584976
8936.279297	-66.269653
8941.662598	-64.968445
8947.045898	-65.240814
8952.429199	-67.224876
8957.812500	-67.070923
8963.195801	-65.970032
8968.579102	-66.578018
8973.962402	-65.951210
8979.345703	-68.034866
8984.729004	-69.262230
8990.112305	-69.945686
8995.495605	-70.400864
9000.878906	-68.905800
9006.262207	-67.572159
9011.645508	-65.578674
9017.028809	-67.094673
9022.412109	-67.266159
9027.795410	-68.467529
9033.178711	-68.641052
9038.562012	-69.755447
9043.945312	-68.465012
9049.328613	-68.266266
9054.711914	-66.316322
9060.095215	-68.933281
9065.478516	-67.671730
9070.861816	-67.015602
9076.245117	-68.756905
9081.628418	-67.302841
9087.011719	-66.815170
9092.395020	-67.302658
9097.778320	-69.686897
9103.161621	-68.871269
9108.544922	-68.121414
9113.928223	-67.760239
9119.311523	-67.965660
9124.694824	-66.852310
9130.078125	-67.360031
9135.461426	-67.358971
9140.844727	-66.216362
9146.228027	-67.145630
9151.611328	-66.914055
9156.994629	-67.581787
9162.377930	-68.053818
9167.761230	-66.811584
9173.144531	-68.248154
9178.527832	-69.403603
9183.911133	-67.834976
9189.294434	-68.669640
9194.677734	-70.191238
9200.061035	-69.697578
9205.444336	-66.136208
9210.827637	-66.135063
9216.210938	-66.283218
9221.594238	-65.915688
9226.977539	-65.942856
9232.360840	-66.015823
9237.744141	-69.490837
9243.127441	-68.670761
9248.510742	-65.987625
9253.894043	-67.004265
9259.277344	-68.095703
9264.660645	-66.120979
9270.043945	-66.631798
9275.427246	-67.643341
9280.810547	-66.762100
9286.193848	-67.088959
9291.577148	-67.859848
9296.960449	-65.808029
9302.343750	-66.615578
9307.727051	-68.409111
9313.110352	-67.235176
9318.493652	-68.760414
9323.876953	-69.381355
9329.260254	-70.491768
9334.643555	-71.052711
9340.026855	-69.764862
9345.410156	-66.525726
9350.793457	-67.236389
9356.176758	-69.289604
9361.560059	-69.131630
9366.943359	-65.248299
9372.326660	-65.298882
9377.709961	-67.427879
9383.093262	-68.686363
9388.476562	-67.615417
9393.859863	-69.843834
9399.243164	-68.584686
9404.626465	-69.034111
9410.009766	-68.640785
9415.393066	-70.135010
9420.776367	-71.282249
9426.159668	-69.687492
9431.542969	-67.633118
9436.926270	-67.586113
9442.309570	-68.713898
9447.692871	-69.032654
9453.076172	-70.042374
9458.459473	-68.634773
9463.842773	-66.192924
9469.226074	-68.049286
9474.609375	-69.277626
9479.992676	-67.970985
9485.375977	-68.224907
9490.759277	-68.521416
9496.142578	-67.293709
9501.525879	-67.248100
9506.909180	-68.833649
9512.292480	-69.768723
9517.675781	-67.522453
9523.059082	-67.312241
9528.442383	-67.088715
9533.825684	-68.915321
9539.208984	-71.120323
9544.592285	-69.727463
9549.975586	-70.246201
9555.358887	-71.101341
9560.742188	-72.117416
9566.125488	-72.118515
9571.508789	-68.783775
9576.892090	-67.041672
9582.275391	-67.244339
9587.658691	-67.617195
9593.041992	-67.110527
9598.425293	-66.892525
9603.808594	-68.914131
9609.191895	-70.574974
9614.575195	-67.827072
9619.958496	-67.285240
9625.341797	-68.187508
9630.725098	-70.257988
9636.108398	-69.610771
9641.491699	-68.827774
9646.875000	-68.410538
9652.258301	-68.390747
9657.641602	-67.938583
9663.024902	-69.221603
9668.408203	-68.894882
9673.791504	-68.845322
9679.174805	-68.321121
9684.558105	-70.141220
9689.941406	-70.619804
9695.324707	-68.166260
9700.708008	-67.681076
9706.091309	-69.535881
9711.474609	-71.376740
9716.857910	-71.968300
9722.241211	-71.898750
9727.624512	-70.248009
9733.007812	-67.062378
9738.391113	-66.666420
9743.774414	-68.349434
9749.157715	-70.376259
9754.541016	-68.778618
9759.924316	-69.763222
9765.307617	-69.789703
9770.690918	-70.152367
9776.074219	-68.553268
9781.457520	-68.227081
9786.840820	-71.493690
9792.224121	-70.846199
9797.607422	-69.835426
9802.990723	-69.824753
9808.374023	-69.593918
9813.757324	-66.330482
9819.140625	-66.864006
9824.523926	-70.324989
9829.907227	-69.949722
9835.290527	-71.206665
9840.673828	-70.453293
9846.057129	-70.538902
9851.440430	-70.247307
9856.823730	-70.333931
9862.207031	-68.321640
9867.590332	-67.384727
9872.973633	-68.576569
9878.356934	-69.022247
9883.740234	-68.333839
9889.123535	-70.156288
9894.506836	-70.217461
9899.890137	-69.073563
9905.273438	-69.057739
9910.656738	-70.407433
9916.040039	-69.708633
9921.423340	-69.327995
9926.806641	-69.665108
9932.189941	-68.677414
9937.573242	-67.409866
9942.956543	-69.177765
9948.339844	-69.381889
9953.723145	-70.198639
9959.106445	-71.414917
9964.489746	-71.506775
9969.873047	-71.007759
9975.256348	-70.773697
9980.639648	-71.333771
9986.022949	-69.968330
9991.406250	-69.306381
9996.789551	-68.798622
10002.172852	-68.502296
10007.556152	-69.113564
10012.939453	-68.495529
10018.322754	-68.892799
10023.706055	-69.258530
10029.089355	-69.488777
10034.472656	-70.150200
10039.855957	-69.090965
10045.239258	-69.306206
10050.622559	-69.463989
10056.005859	-68.875221
10061.389160	-67.603233
10066.772461	-67.833633
10072.155762	-69.167610
10077.539062	-69.528160
10082.922363	-68.789330
10088.305664	-68.442505
10093.688965	-70.476540
10099.072266	-71.849686
10104.455566	-72.099884
10109.838867	-71.371071
10115.222168	-71.141365
10120.605469	-71.308739
10125.988770	-68.495560
10131.372070	-69.410378
10136.755371	-68.193214
10142.138672	-67.334930
10147.521973	-68.735352
10152.905273	-69.268677
10158.288574	-69.329521
10163.671875	-69.775101
10169.055176	-68.902077
10174.438477	-67.853485
10179.821777	-67.538231
10185.205078	-68.015907
10190.588379	-68.629440
10195.971680	-70.426430
10201.354980	-70.482903
10206.738281	-70.056046
10212.121582	-70.871941
10217.504883	-71.392967
10222.888184	-71.937157
10228.271484	-72.538498
10233.654785	-72.331299
10239.038086	-70.326973
10244.421387	-69.931061
10249.804688	-69.539871
10255.187988	-71.065460
10260.571289	-71.052345
10265.954590	-69.914230
10271.337891	-69.850685
10276.721191	-70.179565
10282.104492	-70.030525
10287.487793	-70.733368
10292.871094	-69.945992
10298.254395	-70.155136
10303.637695	-70.150856
10309.020996	-69.295074
10314.404297	-68.013893
10319.787598	-67.420006
10325.170898	-67.434975
10330.554199	-68.941528
10335.937500	-71.256500
10341.320801	-71.068230
10346.704102	-68.844749
10352.087402	-69.831093
10357.470703	-74.073090
10362.854004	-73.523422
10368.237305	-70.495163
10373.620605	-69.742599
10379.003906	-71.457031
10384.387207	-70.880997
10389.770508	-69.570984
10395.153809	-70.871948
10400.537109	-68.636116
10405.920410	-68.914589
10411.303711	-70.388504
10416.687012	-69.831566
10422.070312	-68.332184
10427.453613	-68.159622
10432.836914	-67.664757
10438.220215	-67.313583
10443.603516	-68.342926
10448.986816	-70.090897
10454.370117	-70.493263
10459.753418	-69.917809
10465.136719	-69.347305
10470.520020	-70.151566
10475.903320	-69.642136
10481.286621	-70.317734
10486.669922	-70.264732
10492.053223	-70.927429
10497.436523	-71.687820
10502.819824	-69.442184
10508.203125	-68.393677
10513.586426	-70.772186
10518.969727	-70.225540
10524.353027	-71.632309
10529.736328	-71.389046
10535.119629	-68.734894
10540.502930	-70.556335
10545.886230	-72.883865
10551.269531	-71.503181
10556.652832	-70.825111
10562.036133	-70.650887
10567.419434	-71.375862
10572.802734	-72.373589
10578.186035	-71.582466
10583.569336	-68.492500
10588.952637	-69.548180
10594.335938	-72.399879
10599.719238	-70.531570
10605.102539	-69.632523
10610.485840	-70.220688
10615.869141	-70.013466
10621.252441	-70.769005
10626.635742	-71.138252
10632.019043	-71.394753
10637.402344	-70.819534
10642.785645	-70.420158
10648.168945	-69.194046
10653.552246	-67.939247
10658.935547	-68.285973
10664.318848	-69.402115
10669.702148	-71.886131
10675.085449	-73.643990
10680.468750	-72.882751
10685.852051	-72.013908
10691.235352	-71.390594
10696.618652	-71.420715
10702.001953	-72.060089
10707.385254	-71.063210
10712.768555	-69.323730
10718.151855	-68.775696
10723.535156	-70.955505
10728.918457	-72.198067
10734.301758	-71.670372
10739.685059	-71.462364
10745.068359	-69.095596
10750.451660	-67.396523
10755.834961	-67.633553
10761.218262	-69.882790
10766.601562	-69.861618
10771.984863	-71.005669
10777.368164	-70.803635
10782.751465	-72.300186
10788.134766	-71.319496
10793.518066	-70.433044
10798.901367	-69.422256
10804.284668	-69.484314
10809.667969	-72.191330
10815.051270	-72.781746
10820.434570	-72.057152
10825.817871	-70.315987
10831.201172	-71.315704
10836.584473	-71.781998
10841.967773	-70.609787
10847.351074	-71.150093
10852.734375	-69.293999
10858.117676	-68.401604
10863.500977	-68.821373
10868.884277	-70.680748
10874.267578	-72.695900
10879.650879	-71.301003
10885.034180	-70.623741
10890.417480	-70.882217
10895.800781	-72.447495
10901.184082	-70.851044
10906.567383	-69.057159
10911.950684	-69.429031
10917.333984	-70.865417
10922.717285	-70.899445
10928.100586	-72.099022
10933.483887	-70.460915
10938.867188	-69.480194
10944.250488	-68.329124
10949.633789	-67.639099
10955.017090	-68.469460
10960.400391	-69.506248
10965.783691	-69.829544
10971.166992	-70.961739
10976.550293	-72.621742
10981.933594	-72.571877
10987.316895	-71.209633
10992.700195	-70.331314
10998.083496	-69.569038
11003.466797	-70.447845
11008.850098	-69.935799
11014.233398	-70.433380
11019.616699	-70.505318
11025.000000	-70.566460
11030.383301	-72.858551
11035.766602	-72.618370
11041.149902	-70.373634
11046.533203	-71.399261
11051.916504	-71.263412
11057.299805	-72.223465
11062.683105	-70.075531
11068.066406	-68.143448
11073.449707	-69.472679
11078.833008	-71.404274
11084.216309	-68.997887
11089.599609	-69.084618
11094.982910	-72.282394
11100.366211	-75.346931
11105.749512	-73.909523
11111.132812	-71.396591
11116.516113	-70.591721
11121.899414	-70.064308
11127.282715	-70.476891
11132.666016	-72.662056
11138.049316	-72.112129
11143.432617	-70.836220
11148.815918	-70.299301
11154.199219	-70.664772
11159.582520	-72.734703
11164.965820	-73.204201
11170.349121	-71.267380
11175.732422	-73.036041
11181.115723	-72.061653
11186.499023	-71.732819
11191.882324	-72.901466
11197.265625	-72.361923
11202.648926	-72.033203
11208.032227	-71.641136
11213.415527	-72.360611
11218.798828	-73.723305
11224.182129	-70.121506
11229.565430	-70.108902
11234.948730	-71.511490
11240.332031	-73.418640
11245.715332	-71.446175
11251.098633	-71.304214
11256.481934	-71.713669
11261.865234	-72.101631
11267.248535	-71.466354
11272.631836	-70.815987
11278.015137	-69.806053
11283.398438	-70.146294
11288.781738	-71.326622
11294.165039	-71.148476
11299.548340	-71.961075
11304.931641	-72.482208
11310.314941	-71.322708
11315.698242	-72.064362
11321.081543	-71.786598
11326.464844	-71.725266
11331.848145	-70.379333
11337.231445	-69.893768
11342.614746	-71.416183
11347.998047	-71.376610
11353.381348	-71.577057
11358.764648	-71.191376
11364.147949	-71.044701
11369.531250	-71.477234
11374.914551	-72.399712
11380.297852	-70.081253
11385.681152	-69.624557
11391.064453	-73.113365
11396.447754	-71.561577
11401.831055	-71.361084
11407.214355	-71.685608
11412.597656	-72.482918
11417.980957	-72.540451
11423.364258	-70.790054
11428.747559	-71.569557
11434.130859	-71.237839
11439.514160	-70.612976
11444.897461	-69.722008
11450.280762	-71.154861
11455.664062	-71.470589
11461.047363	-72.779541
11466.430664	-72.629974
11471.813965	-72.434059
11477.197266	-71.091866
11482.580566	-71.270027
11487.963867	-69.961792
11493.347168	-69.022850
11498.730469	-70.475113
11504.113770	-71.010406
11509.497070	-70.661705
11514.880371	-70.169342
11520.263672	-71.287567
11525.646973	-72.472641
11531.030273	-72.081451
11536.413574	-71.948532
11541.796875	-71.714058
11547.180176	-71.434555
11552.563477	-71.561943
11557.946777	-72.864876
11563.330078	-70.434151
11568.713379	-71.187592
11574.096680	-70.771500
11579.479980	-72.558365
11584.863281	-73.114166
11590.246582	-72.501602
11595.629883	-73.264366
11601.013184	-71.674797
11606.396484	-68.818581
11611.779785	-69.726746
11617.163086	-71.340118
11622.546387	-73.060837
11627.929688	-72.299507
11633.312988	-72.249046
11638.696289	-73.011223
11644.079590	-73.351143
11649.462891	-72.018654
11654.846191	-70.958031
11660.229492	-72.848602
11665.612793	-71.852097
11670.996094	-71.278961
11676.379395	-72.446510
11681.762695	-73.125595
11687.145996	-72.406693
11692.529297	-71.919800
11697.912598	-73.119202
11703.295898	-73.473557
11708.679199	-73.382851
11714.062500	-72.002159
11719.445801	-70.721443
11724.829102	-72.293724
11730.212402	-71.713127
11735.595703	-73.850677
11740.979004	-72.623100
11746.362305	-70.740234
11751.745605	-72.665588
11757.128906	-73.745041
11762.512207	-74.926659
11767.895508	-73.361122
11773.278809	-72.840805
11778.662109	-72.046432
11784.045410	-72.162857
11789.428711	-72.419716
11794.812012	-72.750832
11800.195312	-71.580742
11805.578613	-70.949112
11810.961914	-72.800217
11816.345215	-72.449013
11821.728516	-71.126328
11827.111816	-71.384666
11832.495117	-74.289886
11837.878418	-75.350624
11843.261719	-73.950035
11848.645020	-72.575661
11854.028320	-71.752762
11859.411621	-70.719765
11864.794922	-72.859879
11870.178223	-72.168579
11875.561523	-73.707596
11880.944824	-73.057373
11886.328125	-70.578735
11891.711426	-70.804962
11897.094727	-72.100159
11902.478027	-73.672913
11907.861328	-73.096794
11913.244629	-72.694366
11918.627930	-72.370605
11924.011230	-72.752762
11929.394531	-73.385841
11934.777832	-72.823189
11940.161133	-72.015686
11945.544434	-72.519997
11950.927734	-73.448143
11956.311035	-73.325241
11961.694336	-73.720406
11967.077637	-74.792175
11972.460938	-72.427483
11977.844238	-72.909973
11983.227539	-74.634293
11988.610840	-73.934998
11993.994141	-73.184128
11999.377441	-73.007530
12004.760742	-72.822937
12010.144043	-73.865471
12015.527344	-72.778458
12020.910645	-72.958427
12026.293945	-73.168190
12031.677246	-73.972519
12037.060547	-74.531914
12042.443848	-73.486267
12047.827148	-73.450653
12053.210449	-73.943047
12058.593750	-74.214104
12063.977051	-73.852783
12069.360352	-71.061646
12074.743652	-70.377647
12080.126953	-72.196449
12085.510254	-71.604927
12090.893555	-72.850876
12096.276855	-73.898888
12101.660156	-72.921814
12107.043457	-73.733673
12112.426758	-74.881348
12117.810059	-75.245262
12123.193359	-73.663673
12128.576660	-72.494324
12133.959961	-72.154381
12139.343262	-71.459625
12144.726562	-71.700821
12150.109863	-71.796127
12155.493164	-72.488953
12160.876465	-74.371315
12166.259766	-73.257118
12171.643066	-71.848106
12177.026367	-73.663239
12182.409668	-72.472900
12187.792969	-72.398788
12193.176270	-75.906204
12198.559570	-72.601639
12203.942871	-71.900208
12209.326172	-73.512825
12214.709473	-74.744049
12220.092773	-74.176605
12225.476074	-74.606827
12230.859375	-74.663284
12236.242676	-73.602531
12241.625977	-74.331360
12247.009277	-73.480339
12252.392578	-72.867943
12257.775879	-74.271584
12263.159180	-75.329224
12268.542480	-75.227386
12273.925781	-75.468048
12279.309082	-75.336929
12284.692383	-72.896248
12290.075684	-72.051384
12295.458984	-72.257095
12300.842285	-72.793488
12306.225586	-72.943268
12311.608887	-73.257423
12316.992188	-74.244888
12322.375488	-73.163635
12327.758789	-73.794128
12333.142090	-73.758438
12338.525391	-73.090599
12343.908691	-73.532379
12349.291992	-73.598907
12354.675293	-73.002319
12360.058594	-73.604713
12365.441895	-73.813782
12370.825195	-73.470345
12376.208496	-73.563927
12381.591797	-76.139648
12386.975098	-73.049324
12392.358398	-72.666473
12397.741699	-73.797012
12403.125000	-73.230354
12408.508301	-73.384369
12413.891602	-72.809547
12419.274902	-73.006233
12424.658203	-72.932693
12430.041504	-71.647179
12435.424805	-72.938759
12440.808105	-73.481155
12446.191406	-73.675781
12451.574707	-73.435669
12456.958008	-72.708794
12462.341309	-73.805161
12467.724609	-74.578629
12473.107910	-74.412140
12478.491211	-73.409668
12483.874512	-71.684113
12489.257812	-71.707588
12494.641113	-73.114098
12500.024414	-73.187363
12505.407715	-74.480850
12510.791016	-74.550735
12516.174316	-74.067169
12521.557617	-74.285583
12526.940918	-74.547424
12532.324219	-73.901352
12537.707520	-75.213821
12543.090820	-75.549850
12548.474121	-75.508926
12553.857422	-74.507858
12559.240723	-72.333275
12564.624023	-72.831764
12570.007324	-72.687988
12575.390625	-75.348305
12580.773926	-76.011803
12586.157227	-73.538925
12591.540527	-71.072052
12596.923828	-72.284378
12602.307129	-73.414909
12607.690430	-74.411194
