axial, perp, fakepos, pos
23.0316,1.57001,0.08,-0.0585043
23.5296,1.81016,0.08,-0.0551708
24.0376,1.8893,0.08,-0.0512258
24.3364,1.90034,0.08,-0.0477542
24.5758,1.94911,0.08,-0.0449335
24.7918,1.95371,0.08,-0.043612
24.857,1.99327,0.08,-0.043612
24.7809,1.95555,0.08,-0.043612
24.7884,1.95647,0.08,-0.043612
24.7307,1.99695,0.08,-0.043612
24.8102,2.00892,0.08,-0.042389
25.006,2.01812,0.08,-0.0386018
25.2873,2.22699,0.08,-0.0334536
25.3827,2.25552,0.08,-0.0301792
25.3124,2.31901,0.08,-0.0294889
25.4672,2.21503,0.08,-0.0268457
25.4932,2.19111,0.08,-0.0243406
25.4965,2.296,0.08,-0.0243406
25.4128,2.27852,0.08,-0.0243604
25.4672,2.1773,0.08,-0.0243604
25.4781,2.24815,0.08,-0.0243604
25.5576,2.20123,0.08,-0.0243604
25.4664,2.3871,0.08,-0.0243604
25.5543,2.34201,0.08,-0.0243604
25.4789,2.33741,0.08,-0.0242223
25.4865,2.2914,0.08,-0.0233938
25.3408,2.27944,0.08,-0.0222498
25.4672,2.29048,0.08,-0.0203167
25.5752,2.30152,0.08,-0.0172791
25.5442,2.33557,0.08,-0.0137483
25.5543,2.28312,0.08,-0.0110263
25.6212,2.30704,0.08,-0.00927075
25.5877,2.25368,0.08,-0.00731797
25.5308,2.30704,0.08,-0.00558217
25.6095,2.36961,0.08,-0.0048918
25.6179,2.35121,0.08,-0.00491152
25.6061,2.3006,0.08,-0.00491152
25.5442,2.24355,0.08,-0.00491152
25.6061,2.38986,0.08,-0.00491152
25.545,2.38802,0.08,-0.00491152
25.6522,2.35397,0.08,-0.00467482
25.5944,2.32177,0.08,-0.00282067
25.6388,2.31164,0.08,-0.0024459
25.7342,2.31072,0.08,-0.00027615
25.6388,2.36777,0.08,0.00485235
25.6287,2.39262,0.08,0.00485235
25.6513,2.35029,0.08,0.00485235
25.6639,2.25368,0.08,0.00485235
25.6103,2.22147,0.08,0.00485235
25.6664,2.26104,0.08,0.00485235
25.7041,2.27392,0.08,0.00814643
25.73,2.30244,0.08,0.0116575
25.6053,2.35765,0.08,0.0131369
25.6229,2.33097,0.08,0.0141231
25.6413,2.34293,0.08,0.0161942
25.6898,2.30612,0.08,0.0169043
25.6321,2.42942,0.08,0.0186599
25.6907,2.26196,0.08,0.0203759
25.6932,2.29232,0.08,0.0203759
25.6756,2.39262,0.08,0.0203759
25.6765,2.37421,0.08,0.0203562
25.689,2.34201,0.08,0.0203562
25.6338,2.34937,0.08,0.0203562
25.6472,2.25368,0.08,0.0203562
25.7535,2.31717,0.08,0.0203759
25.653,2.43126,0.08,0.0203759
25.73,2.3098,0.08,0.0203759
25.6831,2.36685,0.08,0.0220723
25.6865,2.46163,0.08,0.0237686
25.6605,2.30796,0.08,0.0251099
25.6036,2.29416,0.08,0.0287788
25.5676,2.39722,0.08,0.0329802
25.4044,2.38526,0.08,0.0366885
25.196,2.55088,0.08,0.0425468
24.8437,2.48739,0.08,0.047557
24.96,2.53524,0.08,0.0475373
24.8755,2.51224,0.08,0.0475175
24.8738,2.48647,0.08,0.0475373
24.9265,2.52512,0.08,0.0475373
24.9399,2.54076,0.08,0.0476556
24.6696,2.56653,0.08,0.0508313
24.421,2.6705,0.08,0.0535534
24.3959,2.60885,0.08,0.0538493
24.4109,2.56929,0.08,0.0538493
24.3515,2.67142,0.08,0.0538493
24.3925,2.61345,0.08,0.0538493
24.4335,2.52604,0.08,0.0538295
24.4252,2.59873,0.08,0.0538295
24.4444,2.64842,0.08,0.0538295
24.4268,2.56653,0.08,0.0538098
24.4411,2.6475,0.08,0.0537901
24.4695,2.61529,0.08,0.0537704
24.4553,2.52328,0.08,0.0537704
24.7064,2.52512,0.08,0.0502199
25.0621,2.5104,0.08,0.0456634
25.3391,2.4239,0.08,0.0421721
25.5015,2.38894,0.08,0.0376156
25.5919,2.52052,0.08,0.0340256
25.6321,2.55732,0.08,0.0327435
25.6246,2.50856,0.08,0.0327435
25.6036,2.47083,0.08,0.0327632
25.6664,2.48555,0.08,0.0327632
25.5928,2.44323,0.08,0.0327632
25.6137,2.51316,0.08,0.0327632
25.5501,2.53892,0.08,0.0327632
25.4965,2.45427,0.08,0.0327632
25.5526,2.5242,0.08,0.0327632
25.622,2.47727,0.08,0.0327435
25.5526,2.46899,0.08,0.0324476
25.6589,2.46623,0.08,0.0287985
25.7727,2.41194,0.08,0.025682
25.7166,2.36041,0.08,0.021875
25.7141,2.37145,0.08,0.0186796
25.6647,2.42298,0.08,0.0169832
25.7543,2.38066,0.08,0.0155433
25.6597,2.34569,0.08,0.0127226
25.7468,2.33925,0.08,0.0123676
25.7191,2.41102,0.08,0.0123676
25.6999,2.34937,0.08,0.0123676
25.7016,2.30336,0.08,0.0123676
25.6748,2.2684,0.08,0.0123676
25.6505,2.31809,0.08,0.0123676
25.6564,2.35765,0.08,0.0123676
25.648,2.43218,0.08,0.0123676
25.7074,2.39906,0.08,0.0119928
25.6798,2.39814,0.08,0.0089157
25.6522,2.4101,0.08,0.00729825
25.648,2.42942,0.08,0.00581888
25.7083,2.33741,0.08,0.00364913
25.679,2.40826,0.08,0.00147938
25.7233,2.34201,0.08,-0.00163717
25.6271,2.44783,0.08,-0.00690375
25.5467,2.40642,0.08,-0.0140245
25.658,2.40642,0.08,-0.0156025
25.6857,2.28036,0.08,-0.0159378
25.6957,2.48003,0.08,-0.0163323
25.6672,2.40274,0.08,-0.0197842
25.6522,2.33649,0.08,-0.0229204
25.6354,2.31625,0.08,-0.0242223
25.679,2.31901,0.08,-0.0246168
25.5593,2.28956,0.08,-0.0245971
25.7283,2.33005,0.08,-0.0246168
25.658,2.26196,0.08,-0.0246168
25.689,2.25,0.08,-0.0246168
25.6354,2.29968,0.08,-0.0245971
25.612,2.29784,0.08,-0.0246168
25.5685,2.24907,0.08,-0.0247351
25.5233,2.32821,0.08,-0.0264315
25.5224,2.19111,0.08,-0.0285815
25.5099,2.19755,0.08,-0.0318953
25.3442,2.11933,0.08,-0.033355
25.2002,2.19019,0.08,-0.0346568
25.2287,2.14418,0.08,-0.0360967
25.1659,2.10185,0.08,-0.0378325
25.1065,2.08069,0.08,-0.039805
24.9717,2.07241,0.08,-0.0415803
24.8001,2.03284,0.08,-0.0435725
24.688,1.97947,0.08,-0.04519
24.4067,1.90218,0.08,-0.0468074
24.339,1.98959,0.08,-0.0478923
24.2695,2.00524,0.08,-0.0490363
24.1975,1.89482,0.08,-0.0492928
24.2385,1.89206,0.08,-0.049273
24.154,2.01076,0.08,-0.049273
24.1858,1.91966,0.08,-0.049273
24.318,1.96567,0.08,-0.049273
24.3005,1.89022,0.08,-0.0492928
23.9866,1.86445,0.08,-0.0524685
23.3496,1.70711,0.08,-0.0569066
23.3329,1.69699,0.08,-0.0569658
23.2743,1.67122,0.08,-0.0569658
23.2659,1.81937,0.08,-0.0569658
23.3396,1.70159,0.08,-0.0569658
23.3128,1.70803,0.08,-0.0569461
23.4141,1.68594,0.08,-0.0569658
23.3873,1.70435,0.08,-0.0569658
23.394,1.62705,0.08,-0.0569658
23.3588,1.72643,0.08,-0.0574392
23.2643,1.72091,0.08,-0.0580901
23.163,1.70987,0.08,-0.0585043
23.1228,1.64178,0.08,-0.0586819
23.137,1.69515,0.08,-0.0590566
22.9487,1.54424,0.08,-0.0601218
22.6424,1.61693,0.08,-0.0614631
22.6022,1.6381,0.08,-0.0622521
22.393,1.53964,0.08,-0.0632383
22.3578,1.59669,0.08,-0.0641457
22.1285,1.60497,0.08,-0.0652306
22.0925,1.58381,0.08,-0.0653489
22.0565,1.53136,0.08,-0.0653489
22.1377,1.48627,0.08,-0.0653489
22.1126,1.45775,0.08,-0.0653489
22.0992,1.36481,0.08,-0.0653489
22.1117,1.42922,0.08,-0.0653489
22.0942,1.42646,0.08,-0.0653489
22.2072,1.44947,0.08,-0.0653489
22.2281,1.45039,0.08,-0.0653489
22.2021,1.47707,0.08,-0.0653489
22.177,1.49179,0.08,-0.0653489
22.2549,1.62337,0.08,-0.0653489
22.2858,1.47431,0.08,-0.0653489
22.1168,1.50652,0.08,-0.0653489
22.1486,1.45867,0.08,-0.0653489
22.2365,1.547,0.08,-0.0653489
22.2021,1.47155,0.08,-0.0653489
22.1368,1.45867,0.08,-0.0653489
22.1477,1.58013,0.08,-0.0653489
22.2448,1.5056,0.08,-0.0653489
22.1494,1.50099,0.08,-0.0653489
22.1586,1.50468,0.08,-0.0653489
22.1695,1.5332,0.08,-0.0653489
22.095,1.47063,0.08,-0.0653489
22.0716,1.44211,0.08,-0.0653489
22.1101,1.45499,0.08,-0.0653489
nan,nan,0.08,-0.0653489
