axial, perp, fakepos, pos
22.9487,1.61877,0.08,-0.0594511
22.9889,1.58013,0.08,-0.0594511
23.0065,1.65006,0.08,-0.0594511
22.9395,1.63442,0.08,-0.0594511
22.942,1.53596,0.08,-0.0594511
22.942,1.55896,0.08,-0.0594314
23.1128,1.63166,0.08,-0.0579323
23.579,1.75956,0.08,-0.0550327
23.7581,1.81108,0.08,-0.0532772
23.9816,1.76416,0.08,-0.0506735
24.2276,1.9261,0.08,-0.0490166
24.3858,1.98131,0.08,-0.0466891
24.6436,1.98775,0.08,-0.0444601
24.811,2.0586,0.08,-0.0421129
24.8646,2.0172,0.08,-0.0407913
24.9558,2.05032,0.08,-0.0403573
24.991,2.07425,0.08,-0.0403573
24.955,2.10277,0.08,-0.0403573
24.9742,2.05768,0.08,-0.0403771
24.9265,2.10369,0.08,-0.0403573
25.0755,2.16074,0.08,-0.0378917
25.3651,2.17914,0.08,-0.0330985
25.3082,2.13774,0.08,-0.0305343
25.4429,2.28588,0.08,-0.0278517
25.4998,2.44783,0.08,-0.0250705
25.6003,2.40918,0.08,-0.022664
25.5676,2.37145,0.08,-0.0225851
25.5794,2.33925,0.08,-0.0225851
25.5467,2.21871,0.08,-0.0225851
25.4998,2.38158,0.08,-0.0225851
25.5317,2.27852,0.08,-0.0225851
25.4798,2.273,0.08,-0.0225851
25.5769,2.35857,0.08,-0.0225851
25.617,2.31257,0.08,-0.0225654
25.6137,2.3006,0.08,-0.0220131
25.5877,2.30152,0.08,-0.0186993
25.5559,2.30704,0.08,-0.0176539
25.6513,2.37237,0.08,-0.0151685
25.6279,2.33097,0.08,-0.0123873
25.6865,2.42482,0.08,-0.00976387
25.6639,2.36501,0.08,-0.00838312
25.6815,2.2868,0.08,-0.00587805
25.6597,2.34385,0.08,-0.00343215
25.5702,2.36317,0.08,-0.00272205
25.6513,2.35121,0.08,-0.00274177
25.6781,2.29692,0.08,-0.00274177
25.6631,2.36501,0.08,-0.00274177
25.7242,2.34661,0.08,-0.00274177
25.7476,2.34569,0.08,-0.00230782
25.7275,2.33189,0.08,-0.00132157
25.6513,2.38434,0.08,0.0009468
25.694,2.37053,0.08,0.00428033
25.7049,2.39354,0.08,0.00775193
25.735,2.38802,0.08,0.01004
25.7468,2.32453,0.08,0.0117758
25.7325,2.38434,0.08,0.0152474
25.7476,2.38618,0.08,0.0187585
25.7576,2.42942,0.08,0.0200012
25.7066,2.48095,0.08,0.0200012
25.7618,2.3825,0.08,0.0200012
25.7292,2.37606,0.08,0.0200012
25.7643,2.3825,0.08,0.0200012
25.715,2.42022,0.08,0.0200012
25.6455,2.50948,0.08,0.0241434
25.7216,2.44047,0.08,0.0273389
25.6848,2.42666,0.08,0.0288577
25.6446,2.43679,0.08,0.0308302
25.5886,2.47083,0.08,0.0338284
25.4136,2.37145,0.08,0.0365307
25.4697,2.44599,0.08,0.0367082
25.5342,2.45795,0.08,0.0367082
25.5375,2.5426,0.08,0.0367082
25.4781,2.5334,0.08,0.0366885
25.5224,2.50948,0.08,0.0366885
25.4932,2.59965,0.08,0.0366885
25.4856,2.57113,0.08,0.0367674
25.3986,2.45519,0.08,0.0396867
25.3492,2.5334,0.08,0.0415803
25.1885,2.46163,0.08,0.0431978
25.0462,2.52512,0.08,0.0454859
24.8713,2.43679,0.08,0.0480896
24.7164,2.58769,0.08,0.0505552
24.4662,2.61529,0.08,0.0534548
24.2075,2.59965,0.08,0.055664
23.9841,2.59505,0.08,0.0574787
23.7958,2.72847,0.08,0.0591356
23.8661,2.66866,0.08,0.0595498
24.0042,2.70087,0.08,0.0595301
23.8728,2.60609,0.08,0.0595301
23.7974,2.64382,0.08,0.0595301
23.7966,2.72111,0.08,0.0595301
23.8694,2.69167,0.08,0.0595301
23.8075,2.69535,0.08,0.0595103
23.8552,2.74043,0.08,0.0594906
23.8418,2.75976,0.08,0.0594906
23.8794,2.79104,0.08,0.0577745
24.303,2.63462,0.08,0.0538098
24.7156,2.61989,0.08,0.0500029
24.8838,2.57941,0.08,0.0474189
25.2111,2.53248,0.08,0.0434345
25.3726,2.62081,0.08,0.0395486
25.5258,2.52052,0.08,0.0370238
25.4814,2.52328,0.08,0.0365899
25.4906,2.55732,0.08,0.0365899
25.4957,2.53708,0.08,0.0365899
25.4421,2.47635,0.08,0.0365899
25.5551,2.55272,0.08,0.0365899
25.4722,2.52604,0.08,0.0365899
25.4354,2.50856,0.08,0.0365899
25.4965,2.3825,0.08,0.0365899
25.468,2.48003,0.08,0.0365899
25.4547,2.47727,0.08,0.0359587
25.571,2.38434,0.08,0.0323293
25.5291,2.36685,0.08,0.0307907
25.6287,2.34937,0.08,0.0298242
25.6597,2.41378,0.08,0.0283251
25.6681,2.46071,0.08,0.0259581
25.6497,2.36961,0.08,0.0250902
25.7551,2.40366,0.08,0.0224668
25.6882,2.51868,0.08,0.019508
25.6488,2.36501,0.08,0.0169635
25.6463,2.34753,0.08,0.0162534
25.7158,2.31809,0.08,0.0160759
25.7476,2.37698,0.08,0.0160759
25.6547,2.37145,0.08,0.0160956
25.6087,2.29784,0.08,0.0160956
25.6421,2.40826,0.08,0.0160956
25.715,2.40366,0.08,0.0160956
25.7041,2.37145,0.08,0.0160562
25.6656,2.37421,0.08,0.0148727
25.638,2.44047,0.08,0.0108882
25.6145,2.35857,0.08,0.0065487
25.6957,2.4147,0.08,0.00333353
25.6371,2.34201,0.08,0.0021303
25.6179,2.43494,0.08,0.000256425
25.6413,2.40918,0.08,-0.00140047
25.6605,2.4193,0.08,-0.00431977
25.6061,2.38802,0.08,-0.00656842
25.6781,2.40642,0.08,-0.0085212
25.6254,2.42022,0.08,-0.00966525
25.5902,2.3006,0.08,-0.0103556
25.5969,2.30796,0.08,-0.0120914
25.6597,2.38342,0.08,-0.0122689
25.6329,2.24263,0.08,-0.0122689
25.5794,2.32453,0.08,-0.0122689
25.6061,2.3825,0.08,-0.0122689
25.5091,2.35949,0.08,-0.0122689
25.6061,2.35765,0.08,-0.0122689
25.5852,2.34937,0.08,-0.0122689
25.6162,2.44875,0.08,-0.0126437
25.6639,2.28864,0.08,-0.0164506
25.7183,2.26012,0.08,-0.0223287
25.5291,2.23343,0.08,-0.0245182
25.5032,2.21595,0.08,-0.0266485
25.494,2.24171,0.08,-0.0289366
25.3986,2.08529,0.08,-0.0316586
25.2655,2.14234,0.08,-0.0339073
25.1659,2.17546,0.08,-0.0365701
25.0052,2.23895,0.08,-0.0382862
24.9742,2.06321,0.08,-0.0397261
24.9248,2.06505,0.08,-0.0411069
24.8244,2.00616,0.08,-0.0429413
24.6227,1.98591,0.08,-0.0453478
24.5289,1.86721,0.08,-0.0466693
24.4519,1.83685,0.08,-0.0466496
24.5105,1.87549,0.08,-0.0466496
24.5122,1.94635,0.08,-0.0466496
24.5055,1.96843,0.08,-0.0466496
24.5616,1.85985,0.08,-0.0466496
24.5289,1.89942,0.08,-0.0466496
24.5323,1.83869,0.08,-0.0466496
24.493,1.92334,0.08,-0.0466693
24.3733,1.90678,0.08,-0.0472808
24.0753,1.78624,0.08,-0.0509102
23.7522,1.81016,0.08,-0.0531194
23.4534,1.71079,0.08,-0.055447
23.3103,1.73379,0.08,-0.0572617
23.1647,1.61969,0.08,-0.0585241
23.0132,1.66202,0.08,-0.0596484
22.8617,1.70987,0.08,-0.0605755
22.7629,1.49455,0.08,-0.0616406
22.6432,1.5286,0.08,-0.0616603
22.7529,1.48903,0.08,-0.0616406
22.7478,1.51388,0.08,-0.0616406
22.711,1.55344,0.08,-0.0616406
22.7043,1.60129,0.08,-0.0616406
22.6014,1.49915,0.08,-0.0616406
22.6675,1.61693,0.08,-0.0616406
22.7512,1.4237,0.08,-0.0616406
22.7294,1.6289,0.08,-0.0616406
22.7495,1.47339,0.08,-0.0618181
21.8422,1.36665,0.08,-0.0666705
21.838,1.39426,0.08,-0.067282
21.8598,1.38966,0.08,-0.067282
21.8205,1.46235,0.08,-0.067282
21.8364,1.42922,0.08,-0.067282
21.8104,1.33997,0.08,-0.067282
21.8447,1.37217,0.08,-0.067282
21.6807,1.37125,0.08,-0.067282
21.828,1.52124,0.08,-0.067282
21.7719,1.44395,0.08,-0.067282
21.9544,1.44763,0.08,-0.0656645
22.5319,1.40898,0.08,-0.0624296
