axial, perp, pos
24.9165,2.49936,0.0437106
24.9893,2.53064,0.042606
24.9717,2.48187,0.0410083
25.0705,2.54168,0.0391147
25.073,2.515,0.0378128
25.1324,2.51592,0.0372605
25.1148,2.53616,0.0360968
25.1466,2.54444,0.034933
25.16,2.57021,0.0340848
25.2672,2.68154,0.0337298
25.16,2.53432,0.0335522
25.1533,2.56745,0.0335325
25.0512,2.55824,0.0335917
25.1307,2.5426,0.033572
25.0772,2.47543,0.0335917
25.1048,2.53524,0.0335917
25.1475,2.52972,0.0335917
25.1425,2.59321,0.0335917
25.1266,2.51316,0.0335522
25.124,2.54076,0.033572
25.0797,2.45979,0.0335522
25.0186,2.52604,0.0335522
25.0822,2.49659,0.0335522
25.1692,2.48095,0.0335325
25.1073,2.47543,0.0335325
25.1475,2.50028,0.0335325
25.294,2.45611,0.0335325
25.0814,2.55456,0.0335325
25.0805,2.5242,0.033138
25.1316,2.56469,0.0328619
25.2379,2.53156,0.0328619
25.1341,2.57757,0.0328619
25.2161,2.65302,0.0328619
25.1918,2.60885,0.0323885
25.2529,2.57757,0.0321912
25.0412,2.52972,0.0318756
25.1148,2.54628,0.0314219
25.1374,2.54536,0.031205
25.0889,2.53248,0.0306526
25.2329,2.55456,0.0298439
25.2195,2.53892,0.0287591
25.1759,2.59965,0.0282857
25.2596,2.5472,0.0280687
25.2496,2.5196,0.0277136
25.1784,2.55088,0.02726
25.2705,2.58309,0.0265696
25.2529,2.5104,0.02582
25.2446,2.57481,0.0254452
25.2898,2.65486,0.0253466
25.2881,2.64198,0.0252085
25.2203,2.56193,0.0250705
25.237,2.57573,0.0250705
25.2027,2.56285,0.0250705
25.1458,2.60241,0.0250705
25.2295,2.515,0.0250705
25.2596,2.52052,0.0249127
25.2027,2.54168,0.0245379
25.1835,2.62173,0.0240053
25.2496,2.49015,0.0233938
25.1943,2.56745,0.022309
25.2178,2.60701,0.021303
25.1358,2.62081,0.0211255
25.2287,2.61529,0.0211057
25.2019,2.52144,0.021086
25.232,2.5104,0.0210663
25.3048,2.58309,0.0209874
25.2521,2.55272,0.0208888
25.2739,2.63738,0.0206718
25.232,2.53708,0.020297
25.2538,2.59413,0.0198433
25.2111,2.53616,0.0196658
25.2529,2.57481,0.0194291
25.3006,2.48923,0.0190741
25.3567,2.58493,0.018147
25.3676,2.52788,0.0171805
25.35,2.57481,0.0165295
25.2513,2.561,0.0159575
25.2211,2.63094,0.0156814
25.2663,2.64198,0.015563
25.2613,2.63462,0.0154447
25.2086,2.67326,0.0152277
25.2655,2.62634,0.0149515
25.1734,2.52512,0.0147148
25.3132,2.59321,0.0140639
25.2429,2.57941,0.0133538
25.3224,2.61621,0.0132749
25.2789,2.51224,0.0132552
25.2998,2.58217,0.0132355
25.2069,2.65762,0.0130382
25.2395,2.57665,0.0128212
25.2454,2.63278,0.0126437
25.2638,2.63738,0.0123478
25.2839,2.65854,0.0118153
25.2588,2.6429,0.0107698
25.3258,2.69811,0.00980332
25.2488,2.63278,0.00913267
25.2437,2.69259,0.00850147
25.2504,2.63738,0.00814642
25.2387,2.71099,0.00787027
25.2605,2.66498,0.00769275
25.2228,2.65394,0.0076533
25.1902,2.58401,0.00767302
25.1868,2.6751,0.00767302
25.1793,2.63278,0.00767302
25.2529,2.58033,0.00767302
25.2421,2.59781,0.00767302
25.335,2.6337,0.00767302
25.2739,2.68983,0.00767302
25.263,2.54812,0.00767302
25.2404,2.65854,0.00769275
25.227,2.72111,0.00767302
25.2571,2.6567,0.00769275
25.2672,2.72571,0.00767302
25.2906,2.66222,0.00767302
25.2471,2.6337,0.0076533
25.1266,2.55824,0.00731797
25.2036,2.66222,0.00698265
25.2571,2.70731,0.00643035
25.3124,2.67878,0.00601612
25.2605,2.67602,0.00579915
25.2153,2.62173,0.00542437
25.2538,2.6567,0.00475372
25.2479,2.57205,0.00422115
25.2395,2.64198,0.00392527
25.2019,2.56561,0.00382665
25.2421,2.64842,0.00337297
25.2178,2.71743,0.00274177
25.2421,2.70179,0.00254452
25.2554,2.58125,0.00246562
25.1567,2.64474,0.0018936
25.1734,2.6567,0.00108487
25.0772,2.60517,0.000414225
25.2144,2.62358,-0.00019725
25.1943,2.57757,-0.00067065
25.2111,2.66406,-0.00104543
25.2069,2.53708,-0.0014991
25.1751,2.6245,-0.00211058
25.258,2.60609,-0.00266288
25.2546,2.55732,-0.00327435
25.2421,2.61989,-0.00416198
25.1843,2.62542,-0.00502988
25.2714,2.65578,-0.00613448
25.1994,2.69627,-0.00716018
25.1592,2.73491,-0.00777165
25.0755,2.60425,-0.00816615
25.109,2.62358,-0.00834368
25.0797,2.67142,-0.00840285
25.0989,2.65854,-0.00842258
25.1408,2.757,-0.00842258
25.0947,2.60609,-0.00842258
25.1676,2.65946,-0.00842258
25.0855,2.6751,-0.00842258
25.1399,2.67142,-0.00842258
25.0822,2.70087,-0.00842258
25.155,2.6521,-0.00840285
25.1575,2.67786,-0.00840285
25.1642,2.58217,-0.00842258
25.1425,2.67326,-0.00861983
25.1065,2.58769,-0.0092313
25.1232,2.64566,-0.0100795
25.1441,2.56837,-0.010691
25.191,2.61161,-0.011263
25.1458,2.55548,-0.0115589
25.0562,2.5564,-0.0121703
25.0763,2.65026,-0.0125846
25.1316,2.59229,-0.0130777
25.1107,2.57481,-0.0136694
25.1215,2.69627,-0.0141823
25.0922,2.57849,-0.0149318
25.0052,2.64842,-0.0155433
25.0814,2.63094,-0.0158786
24.9759,2.63738,-0.0161942
24.96,2.68338,-0.0171805
24.8729,2.63738,-0.0180878
24.8462,2.65118,-0.0189163
24.9759,2.66958,-0.0190149
24.8612,2.61621,-0.0190149
24.9483,2.70915,-0.0190149
24.9508,2.58033,-0.0190149
24.8118,2.6843,-0.0190149
24.9299,2.65394,-0.0190149
24.9056,2.69167,-0.0194883
24.847,2.60425,-0.0203168
24.8336,2.70087,-0.0211452
24.7934,2.60793,-0.0218159
24.7683,2.64934,-0.0225654
24.8026,2.80576,-0.0235319
24.7365,2.70547,-0.0241829
24.7399,2.68338,-0.0245971
24.6478,2.6843,-0.0249916
24.6386,2.61621,-0.0255044
24.6093,2.70455,-0.0265499
24.503,2.71927,-0.0275756
24.4963,2.71375,-0.028187
24.4846,2.70823,-0.0289958
24.4528,2.72939,-0.0298045
24.3791,2.74687,-0.0309485
24.3356,2.84257,-0.0319545
24.2084,2.74227,-0.032566
24.1456,2.66682,-0.0334931
24.0736,2.68522,-0.0347357
24.0318,2.74964,-0.0349922
24.0067,2.77908,-0.0349922
23.995,2.61161,-0.0349922
23.9874,2.60885,-0.0349922
24.118,2.64198,-0.0349922
24.041,2.74411,-0.0349922
24.0879,2.67234,-0.0350119
24.0636,2.71927,-0.0350119
23.979,2.68246,-0.0350119
24.0803,2.68154,-0.0350119
24.0594,2.61161,-0.0350119
24.0284,2.64106,-0.0352683
23.9171,2.66038,-0.0358995
23.82,2.55916,-0.0366096
23.8108,2.70731,-0.0372605
23.63,2.63094,-0.0382468
23.5798,2.61345,-0.0389371
23.6334,2.56561,-0.0395486
23.5999,2.67786,-0.0401404
23.5396,2.52052,-0.0406138
23.4903,2.58401,-0.0409886
23.3789,2.62265,-0.0415211
23.322,2.72663,-0.0421523
23.2199,2.62081,-0.0426849
23.3044,2.61253,-0.0433358
23.1739,2.61897,-0.0438092
23.0383,2.58493,-0.0446179
22.9362,2.68707,-0.04519
22.8985,2.6567,-0.0457423
22.8156,2.53248,-0.0464129
22.7939,2.54352,-0.046768
22.7027,2.50028,-0.046906
22.7211,2.5426,-0.0470047
22.7805,2.62081,-0.0474781
22.7043,2.60793,-0.0479909
22.6742,2.53432,-0.0482276
22.5043,2.51592,-0.0488391
22.5076,2.5518,-0.0493914
22.4583,2.59321,-0.0497267
22.4256,2.58125,-0.0497267
22.4549,2.5058,-0.0497267
22.4574,2.61529,-0.0497267
22.3997,2.5564,-0.0497267
22.47,2.65302,-0.049707
22.4323,2.6475,-0.0497267
22.3135,2.60609,-0.0499634
22.2691,2.58033,-0.0503382
22.4239,2.60149,-0.050496
22.2875,2.68154,-0.0507524
22.2632,2.59965,-0.0512061
22.1854,2.57389,-0.0514428
22.2356,2.61161,-0.0514822
22.1594,2.62173,-0.0515414
22.0749,2.56469,-0.0517781
22.0958,2.61805,-0.0519557
22.0992,2.55916,-0.0520937
21.9787,2.69627,-0.0520937
21.9787,2.51132,-0.0520937
22.0707,2.58769,-0.052074
22.0732,2.54444,-0.052074
22.0088,2.56008,-0.052074
22.0013,2.68246,-0.052074
22.0523,2.61161,-0.052074
22.0875,2.65302,-0.052074
22.0992,2.6337,-0.0520937
22.0096,2.62726,-0.0520345
22.0791,2.50856,-0.051502
22.1754,2.62265,-0.0510483
22.167,2.5196,-0.0504171
22.3695,2.54628,-0.0494506
22.5587,2.61069,-0.0485629
22.6717,2.6245,-0.0470836
22.8458,2.52604,-0.0454464
23.0048,2.68062,-0.0438487
23.2166,2.71007,-0.0428032
23.4199,2.59965,-0.042034
23.4584,2.66038,-0.0411266
23.6233,2.56837,-0.0400417
23.6166,2.63278,-0.0390752
23.7397,2.55916,-0.0381087
23.8393,2.64382,-0.0372802
23.8702,2.6475,-0.0367477
23.9288,2.64566,-0.0361954
23.9866,2.61989,-0.0356825
24.036,2.68338,-0.0349921
24.0192,2.67234,-0.0347357
24.0477,2.69535,-0.0347357
24.0577,2.70271,-0.0347357
24.1163,2.72939,-0.0347357
24.1356,2.65394,-0.0347554
23.9665,2.6705,-0.0347554
24.0837,2.78828,-0.0347554
24.046,2.74043,-0.0347357
24.1364,2.73123,-0.0336311
24.2352,2.74319,-0.0324279
24.2594,2.73675,-0.0316389
24.3398,2.68983,-0.0308499
24.3867,2.74043,-0.0300017
24.4109,2.70363,-0.0293705
24.4578,2.60609,-0.0285223
24.5206,2.71559,-0.0274375
24.6034,2.62726,-0.0265301
24.6821,2.77448,-0.0261356
24.7667,2.64382,-0.02582
24.652,2.68799,-0.0253072
24.6604,2.7708,-0.0246168
24.76,2.73031,-0.0239659
24.8185,2.78644,-0.02367
24.6997,2.73307,-0.0235122
24.7307,2.65946,-0.0233938
24.7298,2.63278,-0.0233938
24.7566,2.55916,-0.0233938
24.6855,2.69903,-0.0233938
24.7173,2.76436,-0.0233938
24.6578,2.78092,-0.0233938
24.7064,2.67326,-0.0233938
24.7064,2.68154,-0.0231966
24.7106,2.76804,-0.022309
24.8955,2.77724,-0.0212635
24.8462,2.6383,-0.0204745
24.8068,2.6843,-0.0197053
24.9022,2.61253,-0.0189557
24.9156,2.66498,-0.0179695
25.0345,2.74319,-0.0170621
25.0261,2.69259,-0.0164901
25.1441,2.67326,-0.0157603
25.1701,2.67326,-0.0146359
25.0906,2.66774,-0.0138272
25.1232,2.7616,-0.0134524
25.155,2.69995,-0.0131763
25.0136,2.66038,-0.0125451
25.0914,2.7478,-0.011835
25.2345,2.71743,-0.0117758
25.0747,2.76068,-0.0117758
25.1558,2.69535,-0.0117758
25.0454,2.74687,-0.0117758
25.1759,2.73399,-0.0117758
25.1031,2.7938,-0.0117561
25.1182,2.74503,-0.0110657
25.1056,2.70915,-0.0101781
25.1851,2.7754,-0.00917212
25.1224,2.69903,-0.00783082
25.1014,2.6613,-0.00660787
25.0998,2.68615,-0.00550327
25.1374,2.76712,-0.0044184
25.2236,2.7662,-0.00358995
25.1416,2.83797,-0.0027615
25.1542,2.70455,-0.00232755
25.2128,2.70823,-0.00234727
25.232,2.82509,-0.00234727
25.1835,2.77356,-0.00234727
25.1533,2.75056,-0.00234727
25.2722,2.7478,-0.0022092
25.232,2.72111,-0.00100597
25.1617,2.67142,0.000295875
25.1391,2.76804,0.00120323
25.2094,2.73031,0.00211058
25.1617,2.63922,0.00321518
25.2203,2.64198,0.00412253
25.2287,2.57389,0.0049707
25.2203,2.61897,0.00603585
25.2362,2.58677,0.00714045
25.1575,2.63922,0.00806753
25.1835,2.62265,0.00903405
25.1249,2.65026,0.00960608
25.2303,2.61621,0.00960608
25.2077,2.62265,0.00960608
25.2429,2.58953,0.00960608
25.2429,2.57205,0.00960608
25.2345,2.47635,0.00960608
25.2178,2.54168,0.0096258
25.2345,2.70639,0.0098625
25.2044,2.70363,0.0108685
25.1249,2.56837,0.0117758
25.2722,2.66314,0.0123873
25.232,2.67234,0.0130382
25.2847,2.57573,0.0139259
25.2538,2.67786,0.0148135
25.2546,2.57389,0.0157603
25.2278,2.54352,0.0167663
25.3124,2.60425,0.0176539
25.2856,2.51868,0.0183837
25.2806,2.561,0.0195278
25.3149,2.56561,0.020514
25.2052,2.54352,0.0206324
25.3668,2.59045,0.0206324
25.3944,2.56285,0.0206324
25.3341,2.58493,0.0206324
25.3115,2.65302,0.0206324
25.4454,2.66498,0.0210663
25.2948,2.62726,0.0222104
25.3165,2.57757,0.0232558
25.2906,2.71283,0.0242618
25.3032,2.64106,0.0253269
25.2789,2.64934,0.0260765
25.2839,2.60977,0.0270233
25.3391,2.58125,0.0281279
25.263,2.61437,0.028976
25.2613,2.64014,0.0295481
25.2169,2.66682,0.0295283
25.227,2.67326,0.0295481
25.2354,2.65578,0.0295283
25.1751,2.62726,0.0295283
25.1893,2.63186,0.0295481
25.1609,2.59137,0.0297848
25.1065,2.57849,0.0306329
25.1751,2.52972,0.0317573
25.2144,2.5564,0.032566
25.1927,2.63186,0.0329999
25.201,2.56008,0.0331972
25.0981,2.55456,0.03371
25.0378,2.6383,0.034499
25.1316,2.49015,0.0354853
25.1132,2.5334,0.0362743
25.0881,2.51132,0.0370436
25.0889,2.60333,0.0377734
25.0219,2.60241,0.0377734
25.0261,2.55916,0.0377931
25.0713,2.53524,0.0377931
25.1508,2.59137,0.0378128
25.068,2.57205,0.0382862
25.0136,2.46531,0.0395092
25.0814,2.53064,0.0401996
25.0579,2.58309,0.0406335
24.9943,2.60517,0.0413436
25.0119,2.60333,0.0422707
25.068,2.64198,0.0427638
25.0847,2.6245,0.0430794
24.8981,2.56193,0.0433358
24.9416,2.50488,0.0435923
24.9382,2.61989,0.043967
24.9081,2.59965,0.0445588
24.9433,2.54812,0.0450519
24.8746,2.52236,0.0453478
24.8077,2.56929,0.0455056
24.9366,2.54168,0.0455056
24.8144,2.58033,0.0455253
24.8721,2.45979,0.0455253
24.8604,2.47727,0.0455253
24.878,2.43402,0.0455253
24.9282,2.53984,0.0455253
24.7499,2.54904,0.0455253
24.9123,2.61437,0.0455253
24.9533,2.55088,0.0455253
24.8512,2.39078,0.0455253
24.9014,2.59321,0.0455253
24.7976,2.52144,0.0455253
24.8755,2.50856,0.0455253
24.8445,2.53156,0.0458212
24.8052,2.50488,0.0462946
24.6378,2.5518,0.0471428
24.8026,2.43126,0.0478331
24.7876,2.40826,0.0484446
24.6085,2.50304,0.0490561
24.5708,2.36777,0.0496873
24.5641,2.42758,0.0503974
24.5641,2.44139,0.0510483
24.4871,2.49843,0.051857
24.4369,2.52236,0.0523699
24.4536,2.39814,0.0529616
24.4059,2.45979,0.0537901
24.4871,2.37514,0.0545791
24.4678,2.42114,0.0550328
24.3624,2.36685,0.0553681
24.272,2.39538,0.055802
24.3105,2.41746,0.0561965
24.3063,2.38802,0.0563938
24.1916,2.43402,0.0565121
24.2553,2.35029,0.0566305
24.2854,2.40642,0.0568672
24.2159,2.31901,0.0570053
24.231,2.42666,0.0571631
24.2,2.44323,0.0573998
24.282,2.37329,0.0576759
24.2251,2.31993,0.0578929
24.1205,2.30612,0.0581296
24.2285,2.34017,0.0583466
24.195,2.39262,0.0584846
24.0577,2.46163,0.0586227
24.1515,2.37698,0.0588002
24.1908,2.40826,0.0590764
24.1791,2.36961,0.0592539
24.0569,2.33741,0.0594117
24.0753,2.34661,0.0594906
24.0937,2.31441,0.0594906
24.0761,2.4193,0.0594512
24.1054,2.42482,0.0594314
24.113,2.33649,0.0588594
24.1255,2.34753,0.0580507
24.1925,2.36593,0.0571828
24.2251,2.36225,0.0560585
24.4628,2.36317,0.0550722
24.4519,2.35213,0.0544805
24.4519,2.44231,0.0539873
24.4913,2.56008,0.0530405
24.6285,2.44507,0.0521924
24.5624,2.4331,0.0517387
24.6361,2.57573,0.0509497
24.7039,2.48831,0.0498648
24.7231,2.46899,0.0488391
24.7767,2.45887,0.0481882
24.734,2.53616,0.0475373
24.8185,2.5012,0.0467285
24.847,2.42666,0.0459395
24.7867,2.51868,0.04519
24.9784,2.52144,0.0442826
24.8964,2.53248,0.0442826
24.8897,2.5288,0.0443024
24.9951,2.54168,0.0442826
24.8336,2.61805,0.0442826
24.9968,2.6521,0.0440065
24.9282,2.68707,0.0433753
25.0454,2.47911,0.0427835
24.9885,2.58401,0.0420932
25.0906,2.54444,0.0414225
24.9742,2.59137,0.0407321
25.104,2.52236,0.0400418
25.0412,2.48003,0.0391936
25.0562,2.59321,0.0382665
25.0387,2.46807,0.0376156
25.0085,2.61805,0.0369055
25.0638,2.56193,0.0360179
25.0596,2.56837,0.0350908
25.1282,2.58309,0.0342032
25.1249,2.52788,0.0333747
25.0387,2.49291,0.0327435
25.109,2.6337,0.0327632
25.0956,2.61621,0.0327632
25.1249,2.57757,0.032783
25.1801,2.61253,0.032783
25.1358,2.62173,0.0327435
25.1868,2.67602,0.0316586
25.1667,2.61621,0.030988
25.1692,2.58585,0.0299426
25.2513,2.69167,0.0292127
25.1232,2.63646,0.0284435
25.1843,2.66866,0.027832
25.2128,2.58033,0.0271022
25.1249,2.63186,0.0261751
25.114,2.72203,0.0251691
25.222,2.65854,0.0245182
25.1173,2.63922,0.0243801
25.1098,2.56377,0.0243801
25.2186,2.61069,0.0243801
25.1542,2.69167,0.0243801
25.1634,2.67326,0.0243801
25.2705,2.6337,0.0242026
25.186,2.70455,0.0234925
25.1709,2.70915,0.0224273
25.2345,2.71375,0.0212438
25.2287,2.76068,0.0201392
25.2454,2.69075,0.018936
25.2496,2.62081,0.0180484
25.2563,2.69995,0.0167071
25.2923,2.64198,0.0153855
25.1801,2.60333,0.0144387
25.3165,2.6567,0.0143401
25.232,2.57849,0.0143401
25.2722,2.67786,0.0143204
25.2337,2.67878,0.0143401
25.2211,2.61713,0.0143401
25.2429,2.66774,0.0143401
25.2663,2.6429,0.0143401
25.268,2.58401,0.0143204
25.304,2.64566,0.0139456
25.2136,2.61253,0.0126437
25.3015,2.61253,0.0111249
25.263,2.60333,0.00968498
25.2672,2.54168,0.00794918
25.1768,2.65026,0.00633173
25.2111,2.60701,0.00475373
25.201,2.61897,0.00353078
25.2103,2.79748,0.0022092
25.1391,2.76804,0.00147938
25.278,2.79196,0.00147938
25.1927,2.68707,0.00147938
25.2278,2.71835,0.00147938
25.1425,2.75056,0.00147938
25.1776,2.61897,0.00147938
25.2136,2.66958,0.00112433
25.3048,2.63462,0.0003156
25.2069,2.70087,-0.00122295
25.1224,2.65486,-0.00266287
25.1893,2.57573,-0.00353077
25.1977,2.68522,-0.004734
25.1851,2.78736,-0.005523
25.1073,2.73951,-0.0059964
25.1165,2.6383,-0.00708127
25.0353,2.69167,-0.0082056
25.0504,2.83153,-0.00824505
25.0621,2.71743,-0.00824505
25.1224,2.7892,-0.00824505
24.9784,2.71375,-0.00824505
25.011,2.73491,-0.00824505
25.0479,2.7616,-0.00824505
25.1517,2.83981,-0.00873817
25.0085,2.70823,-0.00956662
25.027,2.88122,-0.0111446
25.1006,2.85913,-0.01219
25.0981,2.75148,-0.0132355
24.9784,2.86833,-0.0145176
25.001,2.7984,-0.0152671
24.9483,2.93735,-0.0156419
