axial, perp, fakepos, pos
23.1563,1.97027,0.03,0.00800835
23.209,2.0494,0.03,0.00800835
23.2559,2.00156,0.03,0.00800835
23.2601,2.06044,0.03,0.00800835
23.2283,2.0126,0.03,0.00800835
23.3011,1.98407,0.03,0.00789
23.1931,1.98775,0.03,0.00629227
23.1529,2.03836,0.03,0.00317572
23.127,2.00616,0.03,-0.000927075
23.4593,2.13682,0.03,-0.00475373
23.7832,2.31533,0.03,-0.00747578
23.7966,2.23067,0.03,-0.00747578
23.7606,2.38158,0.03,-0.00745605
23.7439,2.31993,0.03,-0.00745605
23.7882,2.37053,0.03,-0.00745605
23.8267,2.26012,0.03,-0.00745605
24.0728,2.38986,0.03,-0.00980333
24.6177,2.44231,0.03,-0.0133341
25.0412,2.57021,0.03,-0.0158786
25.3601,2.51684,0.03,-0.0168452
26.0112,2.66498,0.03,-0.020159
26.767,2.6705,0.03,-0.0236897
26.9813,2.65578,0.03,-0.0239067
26.942,2.63094,0.03,-0.023887
27.0742,2.64658,0.03,-0.023887
26.9102,2.63278,0.03,-0.023887
26.8859,2.62634,0.03,-0.023887
26.9085,2.57113,0.03,-0.023887
27.0173,2.60517,0.03,-0.0240645
27.948,2.70179,0.03,-0.0280292
28.9599,2.69259,0.03,-0.0333944
29.7869,2.58861,0.03,-0.0377537
30.0405,2.45795,0.03,-0.0415803
30.2707,2.37329,0.03,-0.0446377
30.1334,2.38158,0.03,-0.0457423
30.1577,2.30612,0.03,-0.0457225
30.2087,2.37974,0.03,-0.0457225
30.1334,2.36041,0.03,-0.0457225
30.0932,2.36317,0.03,-0.0457225
30.1309,2.33465,0.03,-0.0457225
30.0062,2.21779,0.03,-0.0477937
29.6956,2.09541,0.03,-0.050141
29.3098,1.98315,0.03,-0.0519754
28.9675,1.95463,0.03,-0.0531983
28.9532,1.98407,0.03,-0.0532575
28.8536,2.08161,0.03,-0.0534548
28.2251,1.80464,0.03,-0.056019
27.8191,1.81569,0.03,-0.05738
27.8041,1.69239,0.03,-0.05738
27.7882,1.8028,0.03,-0.05738
27.784,1.69607,0.03,-0.05738
27.8108,1.79176,0.03,-0.05738
27.7831,1.62153,0.03,-0.05738
27.8216,1.6473,0.03,-0.05738
27.8066,1.72827,0.03,-0.05738
27.7781,1.70711,0.03,-0.05738
27.8007,1.69423,0.03,-0.05738
27.8183,1.79636,0.03,-0.05738
27.9204,1.56633,0.03,-0.05738
27.8175,1.68042,0.03,-0.05738
27.8225,1.73103,0.03,-0.05738
27.8752,1.71171,0.03,-0.05738
27.83,1.68318,0.03,-0.05738
27.7329,1.62245,0.03,-0.05738
27.7572,1.70711,0.03,-0.05738
27.8451,1.73655,0.03,-0.05738
27.7781,1.77612,0.03,-0.05738
27.907,1.75404,0.03,-0.05738
27.8568,1.76876,0.03,-0.05738
27.8099,1.6795,0.03,-0.05738
27.8258,1.6473,0.03,-0.05738
27.7882,1.7568,0.03,-0.05738
