axial, perp, fakepos, pos
25.756,2.38894,0.05,-0.0137878
25.7309,2.42942,0.05,-0.0137878
25.761,2.47635,0.05,-0.0137878
25.7417,2.47359,0.05,-0.013768
25.7183,2.41562,0.05,-0.013768
25.7978,2.46623,0.05,-0.013768
25.8053,2.4285,0.05,-0.0155433
26.2071,2.43126,0.05,-0.0202378
26.4733,2.36041,0.05,-0.025603
26.6967,2.4331,0.05,-0.0288971
26.7101,2.29784,0.05,-0.0304554
26.8574,2.29968,0.05,-0.0326843
26.8156,2.21503,0.05,-0.034282
26.9043,2.36317,0.05,-0.0359981
26.87,2.33097,0.05,-0.0362545
26.993,2.22607,0.05,-0.0362348
27.0198,2.29232,0.05,-0.0362348
27.0098,2.31072,0.05,-0.0362348
26.9369,2.46531,0.05,-0.0362348
27.0064,2.32361,0.05,-0.0362545
26.88,2.3006,0.05,-0.0369844
26.8926,2.30152,0.05,-0.0409885
26.7344,2.20215,0.05,-0.0442037
26.5938,2.10737,0.05,-0.0461959
26.4339,1.99971,0.05,-0.0481882
26.1142,1.92058,0.05,-0.0506538
25.9861,1.9261,0.05,-0.0527052
25.8372,1.88378,0.05,-0.0533561
25.6246,1.84881,0.05,-0.0551314
25.2906,1.92886,0.05,-0.0567488
24.996,1.7522,0.05,-0.0582874
24.8278,1.69699,0.05,-0.0597273
24.6704,1.61141,0.05,-0.060181
24.7256,1.5286,0.05,-0.060319
24.6838,1.59485,0.05,-0.060319
24.6737,1.70159,0.05,-0.060319
24.6478,1.61877,0.05,-0.060319
24.6361,1.51848,0.05,-0.060319
24.7323,1.58565,0.05,-0.060319
24.7482,1.52952,0.05,-0.060319
24.5859,1.55528,0.05,-0.060319
24.6696,1.66478,0.05,-0.060319
24.5967,1.68226,0.05,-0.060319
24.683,1.60681,0.05,-0.060319
24.6612,1.66202,0.05,-0.060319
24.6662,1.55528,0.05,-0.060319
24.6193,1.72183,0.05,-0.060319
24.7591,1.6427,0.05,-0.060319
24.662,1.6703,0.05,-0.060319
24.7156,1.6289,0.05,-0.060319
24.6578,1.67582,0.05,-0.060319
